"UNION","ISO_TER1","ISO_SOV1","ID","habitat","total","all_mpas","managed","no_take","pp_all_mpas","pp_managed","pp_no_take"
"Tanzania","TZA","TZA",127,"mangroves",1116,930,0,0,83.3333333333333,0,0
"Tanzania","TZA","TZA",127,"saltmarshes",0,0,0,0,NA,NA,NA
"Tanzania","TZA","TZA",127,"seagrasses",44,1,0,0,2.27272727272727,0,0
"Sierra Leone","SLE","SLE",128,"coldcorals",0,0,0,0,NA,NA,NA
"Sierra Leone","SLE","SLE",128,"coralreefs",0,0,0,0,NA,NA,NA
"Sierra Leone","SLE","SLE",128,"mangroves",1273,0,0,0,0,0,0
"Sierra Leone","SLE","SLE",128,"saltmarshes",0,0,0,0,NA,NA,NA
"Sierra Leone","SLE","SLE",128,"seagrasses",4448,1,0,0,0.0224820143884892,0,0
"Bangladesh","BGD","BGD",129,"coldcorals",0,0,0,0,NA,NA,NA
"Bangladesh","BGD","BGD",129,"coralreefs",4,0,0,0,0,0,0
"Bangladesh","BGD","BGD",129,"mangroves",4108,3767,0,866,91.699123661149,0,21.080817916261
"Bangladesh","BGD","BGD",129,"saltmarshes",0,0,0,0,NA,NA,NA
"Bangladesh","BGD","BGD",129,"seagrasses",0,0,0,0,NA,NA,NA
"Fiji","FJI","FJI",130,"coldcorals",3,0,0,0,0,0,0
"Fiji","FJI","FJI",130,"coralreefs",3417,1205,159,0,35.2648522095405,4.65320456540825,0
"Fiji","FJI","FJI",130,"mangroves",494,163,45,0,32.9959514170041,9.10931174089069,0
"Fiji","FJI","FJI",130,"saltmarshes",0,0,0,0,NA,NA,NA
"Fiji","FJI","FJI",130,"seagrasses",1750,290,0,0,16.5714285714286,0,0
"Israel","ISR","ISR",131,"coldcorals",0,0,0,0,NA,NA,NA
"Israel","ISR","ISR",131,"coralreefs",1,0,0,0,0,0,0
"Israel","ISR","ISR",131,"mangroves",0,0,0,0,NA,NA,NA
"Israel","ISR","ISR",131,"saltmarshes",0,0,0,0,NA,NA,NA
"Israel","ISR","ISR",131,"seagrasses",14,1,0,0,7.14285714285714,0,0
"El Salvador","SLV","SLV",132,"coldcorals",0,0,0,0,NA,NA,NA
"El Salvador","SLV","SLV",132,"coralreefs",0,0,0,0,NA,NA,NA
"El Salvador","SLV","SLV",132,"mangroves",381,291,86,0,76.3779527559055,22.5721784776903,0
"El Salvador","SLV","SLV",132,"saltmarshes",0,0,0,0,NA,NA,NA
"El Salvador","SLV","SLV",132,"seagrasses",0,0,0,0,NA,NA,NA
"French Polynesia","PYF","FRA",133,"coldcorals",0,0,0,0,NA,NA,NA
"French Polynesia","PYF","FRA",133,"coralreefs",3028,0,0,0,0,0,0
"French Polynesia","PYF","FRA",133,"mangroves",0,0,0,0,NA,NA,NA
"French Polynesia","PYF","FRA",133,"saltmarshes",0,0,0,0,NA,NA,NA
"French Polynesia","PYF","FRA",133,"seagrasses",792,0,0,0,0,0,0
"Cayman Islands","CYM","GBR",134,"coldcorals",2,0,0,0,0,0,0
"Cayman Islands","CYM","GBR",134,"coralreefs",147,53,0,12,36.0544217687075,0,8.16326530612245
"Cayman Islands","CYM","GBR",134,"mangroves",47,9,0,7,19.1489361702128,0,14.8936170212766
"Cayman Islands","CYM","GBR",134,"saltmarshes",0,0,0,0,NA,NA,NA
"Cayman Islands","CYM","GBR",134,"seagrasses",46,4,0,0,8.69565217391304,0,0
"Maldives","MDV","MDV",135,"coldcorals",0,0,0,0,NA,NA,NA
"Maldives","MDV","MDV",135,"coralreefs",2707,109,1,73,4.02659770964167,0.036941263391208,2.69671222755818
"Maldives","MDV","MDV",135,"mangroves",0,0,0,0,NA,NA,NA
"Maldives","MDV","MDV",135,"saltmarshes",0,0,0,0,NA,NA,NA
"Maldives","MDV","MDV",135,"seagrasses",2414,24,0,24,0.994200497100249,0,0.994200497100249
"Tunisia","TUN","TUN",136,"coldcorals",11,0,0,0,0,0,0
"Tunisia","TUN","TUN",136,"coralreefs",0,0,0,0,NA,NA,NA
"Tunisia","TUN","TUN",136,"mangroves",0,0,0,0,NA,NA,NA
"Tunisia","TUN","TUN",136,"saltmarshes",0,0,0,0,NA,NA,NA
"Tunisia","TUN","TUN",136,"seagrasses",4982,120,0,0,2.40867121637896,0,0
"Nauru","NRU","NRU",137,"coldcorals",0,0,0,0,NA,NA,NA
"Nauru","NRU","NRU",137,"coralreefs",8,0,0,0,0,0,0
"Nauru","NRU","NRU",137,"mangroves",0,0,0,0,NA,NA,NA
"Nauru","NRU","NRU",137,"saltmarshes",0,0,0,0,NA,NA,NA
"Nauru","NRU","NRU",137,"seagrasses",0,0,0,0,NA,NA,NA
"Trinidad and Tobago","TTO","TTO",138,"coldcorals",14,0,0,0,0,0,0
"Trinidad and Tobago","TTO","TTO",138,"coralreefs",34,4,0,0,11.7647058823529,0,0
"Trinidad and Tobago","TTO","TTO",138,"mangroves",54,20,0,0,37.037037037037,0,0
"Trinidad and Tobago","TTO","TTO",138,"saltmarshes",0,0,0,0,NA,NA,NA
"Trinidad and Tobago","TTO","TTO",138,"seagrasses",3,1,0,0,33.3333333333333,0,0
"Overlapping claim: Canada / USA","CAN","CAN",139,"coldcorals",0,0,0,0,NA,NA,NA
"Overlapping claim: Canada / USA","CAN","CAN",139,"coralreefs",0,0,0,0,NA,NA,NA
"Overlapping claim: Canada / USA","CAN","CAN",139,"mangroves",0,0,0,0,NA,NA,NA
"Overlapping claim: Canada / USA","CAN","CAN",139,"saltmarshes",0,0,0,0,NA,NA,NA
"Overlapping claim: Canada / USA","CAN","CAN",139,"seagrasses",0,0,0,0,NA,NA,NA
"Cocos Islands","CCK","AUS",140,"coldcorals",0,0,0,0,NA,NA,NA
"Cocos Islands","CCK","AUS",140,"coralreefs",117,8,0,8,6.83760683760684,0,6.83760683760684
"Cocos Islands","CCK","AUS",140,"mangroves",0,0,0,0,NA,NA,NA
"Cocos Islands","CCK","AUS",140,"saltmarshes",0,0,0,0,NA,NA,NA
"Cocos Islands","CCK","AUS",140,"seagrasses",215,0,0,0,0,0,0
"Martinique","MTQ","FRA",141,"coldcorals",6,6,6,0,100,100,0
"Martinique","MTQ","FRA",141,"coralreefs",79,78,77,0,98.7341772151899,97.4683544303797,0
"Martinique","MTQ","FRA",141,"mangroves",19,19,15,0,100,78.9473684210526,0
"Martinique","MTQ","FRA",141,"saltmarshes",0,0,0,0,NA,NA,NA
"Martinique","MTQ","FRA",141,"seagrasses",555,547,523,0,98.5585585585586,94.2342342342342,0
"Costa Rica","CRI","CRI",142,"coldcorals",9,3,0,0,33.3333333333333,0,0
"Costa Rica","CRI","CRI",142,"coralreefs",63,24,3,0,38.0952380952381,4.76190476190476,0
"Costa Rica","CRI","CRI",142,"mangroves",368,187,6,0,50.8152173913043,1.6304347826087,0
"Costa Rica","CRI","CRI",142,"saltmarshes",0,0,0,0,NA,NA,NA
"Costa Rica","CRI","CRI",142,"seagrasses",0,0,0,0,NA,NA,NA
"Kuwait","KWT","KWT",143,"coldcorals",0,0,0,0,NA,NA,NA
"Kuwait","KWT","KWT",143,"coralreefs",73,0,0,0,0,0,0
"Kuwait","KWT","KWT",143,"mangroves",0,0,0,0,NA,NA,NA
"Kuwait","KWT","KWT",143,"saltmarshes",0,0,0,0,NA,NA,NA
"Kuwait","KWT","KWT",143,"seagrasses",1609,207,190,0,12.8651336233686,11.8085767557489,0
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"coldcorals",169,169,169,0,100,100,0
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"coralreefs",0,0,0,0,NA,NA,NA
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"mangroves",0,0,0,0,NA,NA,NA
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"saltmarshes",0,0,0,0,NA,NA,NA
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"seagrasses",0,0,0,0,NA,NA,NA
"Kazakhstan","KAZ","KAZ",145,"coldcorals",0,0,0,0,NA,NA,NA
"Kazakhstan","KAZ","KAZ",145,"coralreefs",0,0,0,0,NA,NA,NA
"Kazakhstan","KAZ","KAZ",145,"mangroves",0,0,0,0,NA,NA,NA
"Kazakhstan","KAZ","KAZ",145,"saltmarshes",0,0,0,0,NA,NA,NA
"Kazakhstan","KAZ","KAZ",145,"seagrasses",0,0,0,0,NA,NA,NA
"Guernsey","GGY","GBR",146,"coldcorals",0,0,0,0,NA,NA,NA
"Guernsey","GGY","GBR",146,"coralreefs",0,0,0,0,NA,NA,NA
"Guernsey","GGY","GBR",146,"mangroves",0,0,0,0,NA,NA,NA
"Guernsey","GGY","GBR",146,"saltmarshes",0,0,0,0,NA,NA,NA
"Guernsey","GGY","GBR",146,"seagrasses",0,0,0,0,NA,NA,NA
"Indonesia","IDN","IDN",147,"coldcorals",144,4,0,0,2.77777777777778,0,0
"Indonesia","IDN","IDN",147,"coralreefs",20379,6930,0,0,34.0055939938172,0,0
"Indonesia","IDN","IDN",147,"mangroves",26536,6472,0,0,24.3895085921013,0,0
"Indonesia","IDN","IDN",147,"saltmarshes",0,0,0,0,NA,NA,NA
"Indonesia","IDN","IDN",147,"seagrasses",17703,3598,0,0,20.3242388295769,0,0
"Ireland","IRL","IRL",148,"coldcorals",251,82,80,0,32.6693227091633,31.8725099601594,0
"Ireland","IRL","IRL",148,"coralreefs",0,0,0,0,NA,NA,NA
"Ireland","IRL","IRL",148,"mangroves",0,0,0,0,NA,NA,NA
"Ireland","IRL","IRL",148,"saltmarshes",92,80,24,0,86.9565217391304,26.0869565217391,0
"Ireland","IRL","IRL",148,"seagrasses",3,3,3,0,100,100,0
"Marshall Islands","MHL","MHL",149,"coldcorals",9,0,0,0,0,0,0
"Marshall Islands","MHL","MHL",149,"coralreefs",2043,372,148,241,18.208516886931,7.24424865394028,11.796377875673
"Marshall Islands","MHL","MHL",149,"mangroves",0,0,0,0,NA,NA,NA
"Marshall Islands","MHL","MHL",149,"saltmarshes",0,0,0,0,NA,NA,NA
"Marshall Islands","MHL","MHL",149,"seagrasses",527,3,3,0,0.569259962049336,0.569259962049336,0
"Antarctica","ATA","ATA",150,"coldcorals",354,93,87,93,26.271186440678,24.5762711864407,26.271186440678
"Antarctica","ATA","ATA",150,"coralreefs",0,0,0,0,NA,NA,NA
"Antarctica","ATA","ATA",150,"mangroves",0,0,0,0,NA,NA,NA
"Antarctica","ATA","ATA",150,"saltmarshes",0,0,0,0,NA,NA,NA
"Antarctica","ATA","ATA",150,"seagrasses",0,0,0,0,NA,NA,NA
"Malta","MLT","MLT",151,"coldcorals",4,3,0,0,75,0,0
"Malta","MLT","MLT",151,"coralreefs",0,0,0,0,NA,NA,NA
"Malta","MLT","MLT",151,"mangroves",0,0,0,0,NA,NA,NA
"Malta","MLT","MLT",151,"saltmarshes",0,0,0,0,NA,NA,NA
"Malta","MLT","MLT",151,"seagrasses",72,64,4,0,88.8888888888889,5.55555555555556,0
"Glorioso Islands",NA,"MDG",152,"coldcorals",0,0,0,0,NA,NA,NA
"Glorioso Islands",NA,"MDG",152,"coralreefs",165,165,0,0,100,0,0
"Glorioso Islands",NA,"MDG",152,"mangroves",0,0,0,0,NA,NA,NA
"Glorioso Islands",NA,"MDG",152,"saltmarshes",0,0,0,0,NA,NA,NA
"Glorioso Islands",NA,"MDG",152,"seagrasses",0,0,0,0,NA,NA,NA
"Cambodia","KHM","KHM",153,"coldcorals",0,0,0,0,NA,NA,NA
"Cambodia","KHM","KHM",153,"coralreefs",49,6,0,0,12.2448979591837,0,0
"Cambodia","KHM","KHM",153,"mangroves",586,398,0,0,67.9180887372014,0,0
"Cambodia","KHM","KHM",153,"saltmarshes",0,0,0,0,NA,NA,NA
"Cambodia","KHM","KHM",153,"seagrasses",0,0,0,0,NA,NA,NA
"Republic of Mauritius","MUS","MUS",154,"coldcorals",1,0,0,0,0,0,0
"Republic of Mauritius","MUS","MUS",154,"coralreefs",755,31,4,2,4.10596026490066,0.529801324503311,0.264900662251656
"Republic of Mauritius","MUS","MUS",154,"mangroves",5,1,1,0,20,20,0
"Republic of Mauritius","MUS","MUS",154,"saltmarshes",0,0,0,0,NA,NA,NA
"Republic of Mauritius","MUS","MUS",154,"seagrasses",121,0,0,0,0,0,0
"Guam","GUM","USA",155,"coldcorals",0,0,0,0,NA,NA,NA
"Guam","GUM","USA",155,"coralreefs",143,9,0,0,6.29370629370629,0,0
"Guam","GUM","USA",155,"mangroves",0,0,0,0,NA,NA,NA
"Guam","GUM","USA",155,"saltmarshes",1,0,0,0,0,0,0
"Guam","GUM","USA",155,"seagrasses",482,39,0,0,8.09128630705394,0,0
"Saint Lucia","LCA","LCA",156,"coldcorals",12,2,0,0,16.6666666666667,0,0
"Saint Lucia","LCA","LCA",156,"coralreefs",31,2,0,0,6.45161290322581,0,0
"Saint Lucia","LCA","LCA",156,"mangroves",1,1,0,0,100,0,0
"Saint Lucia","LCA","LCA",156,"saltmarshes",0,0,0,0,NA,NA,NA
"Saint Lucia","LCA","LCA",156,"seagrasses",8,3,0,0,37.5,0,0
"Overlapping claim: Puerto Rico / Dominican Republic","PRI","USA",157,"coldcorals",0,0,0,0,NA,NA,NA
"Overlapping claim: Puerto Rico / Dominican Republic","PRI","USA",157,"coralreefs",0,0,0,0,NA,NA,NA
"Overlapping claim: Puerto Rico / Dominican Republic","PRI","USA",157,"mangroves",0,0,0,0,NA,NA,NA
"Overlapping claim: Puerto Rico / Dominican Republic","PRI","USA",157,"saltmarshes",0,0,0,0,NA,NA,NA
"Overlapping claim: Puerto Rico / Dominican Republic","PRI","USA",157,"seagrasses",0,0,0,0,NA,NA,NA
"Solomon Islands","SLB","SLB",158,"coldcorals",0,0,0,0,NA,NA,NA
"Solomon Islands","SLB","SLB",158,"coralreefs",2807,145,7,20,5.16565728535803,0.249376558603491,0.712504453152832
"Solomon Islands","SLB","SLB",158,"mangroves",495,50,0,0,10.1010101010101,0,0
"Solomon Islands","SLB","SLB",158,"saltmarshes",0,0,0,0,NA,NA,NA
"Solomon Islands","SLB","SLB",158,"seagrasses",1268,172,0,0,13.5646687697161,0,0
"Eritrea","ERI","ERI",159,"coldcorals",3,0,0,0,0,0,0
"Eritrea","ERI","ERI",159,"coralreefs",1604,0,0,0,0,0,0
"Eritrea","ERI","ERI",159,"mangroves",67,0,0,0,0,0,0
"Eritrea","ERI","ERI",159,"saltmarshes",0,0,0,0,NA,NA,NA
"Eritrea","ERI","ERI",159,"seagrasses",15,0,0,0,0,0,0
"Ecuador","ECU","ECU",160,"coldcorals",3,0,0,0,0,0,0
"Ecuador","ECU","ECU",160,"coralreefs",0,0,0,0,NA,NA,NA
"Ecuador","ECU","ECU",160,"mangroves",1358,639,639,0,47.0544918998527,47.0544918998527,0
"Ecuador","ECU","ECU",160,"saltmarshes",0,0,0,0,NA,NA,NA
"Ecuador","ECU","ECU",160,"seagrasses",0,0,0,0,NA,NA,NA
"Morocco","MAR","MAR",161,"coldcorals",149,0,0,0,0,0,0
"Morocco","MAR","MAR",161,"coralreefs",0,0,0,0,NA,NA,NA
"Morocco","MAR","MAR",161,"mangroves",0,0,0,0,NA,NA,NA
"Morocco","MAR","MAR",161,"saltmarshes",0,0,0,0,NA,NA,NA
"Morocco","MAR","MAR",161,"seagrasses",0,0,0,0,NA,NA,NA
"Comores","COM","COM",162,"coldcorals",0,0,0,0,NA,NA,NA
"Comores","COM","COM",162,"coralreefs",221,124,124,0,56.1085972850679,56.1085972850679,0
"Comores","COM","COM",162,"mangroves",2,2,2,0,100,100,0
"Comores","COM","COM",162,"saltmarshes",0,0,0,0,NA,NA,NA
"Comores","COM","COM",162,"seagrasses",1270,54,54,0,4.25196850393701,4.25196850393701,0
"Jan Mayen","SJM","NOR",163,"coldcorals",0,0,0,0,NA,NA,NA
"Jan Mayen","SJM","NOR",163,"coralreefs",0,0,0,0,NA,NA,NA
"Jan Mayen","SJM","NOR",163,"mangroves",0,0,0,0,NA,NA,NA
"Jan Mayen","SJM","NOR",163,"saltmarshes",0,0,0,0,NA,NA,NA
"Jan Mayen","SJM","NOR",163,"seagrasses",0,0,0,0,NA,NA,NA
"Malaysia","MYS","MYS",164,"coldcorals",8,0,0,0,0,0,0
"Malaysia","MYS","MYS",164,"coralreefs",2167,58,6,37,2.67651130595293,0.276880479926165,1.70742962621135
"Malaysia","MYS","MYS",164,"mangroves",5120,103,0,2,2.01171875,0,0.0390625
"Malaysia","MYS","MYS",164,"saltmarshes",0,0,0,0,NA,NA,NA
"Malaysia","MYS","MYS",164,"seagrasses",541,99,0,99,18.2994454713494,0,18.2994454713494
"Prince Edward Islands",NA,"ZAF",165,"coldcorals",5,5,0,0,100,0,0
"Prince Edward Islands",NA,"ZAF",165,"coralreefs",0,0,0,0,NA,NA,NA
"Prince Edward Islands",NA,"ZAF",165,"mangroves",0,0,0,0,NA,NA,NA
"Prince Edward Islands",NA,"ZAF",165,"saltmarshes",0,0,0,0,NA,NA,NA
"Prince Edward Islands",NA,"ZAF",165,"seagrasses",0,0,0,0,NA,NA,NA
"Madeira",NA,"PRT",166,"coldcorals",46,21,0,0,45.6521739130435,0,0
"Madeira",NA,"PRT",166,"coralreefs",0,0,0,0,NA,NA,NA
"Madeira",NA,"PRT",166,"mangroves",0,0,0,0,NA,NA,NA
"Madeira",NA,"PRT",166,"saltmarshes",0,0,0,0,NA,NA,NA
"Madeira",NA,"PRT",166,"seagrasses",0,0,0,0,NA,NA,NA
"France","FRA","FRA",167,"coldcorals",242,174,2,0,71.900826446281,0.826446280991736,0
"France","FRA","FRA",167,"coralreefs",0,0,0,0,NA,NA,NA
"France","FRA","FRA",167,"mangroves",0,0,0,0,NA,NA,NA
"France","FRA","FRA",167,"saltmarshes",780,751,611,0,96.2820512820513,78.3333333333333,0
"France","FRA","FRA",167,"seagrasses",1112,969,379,0,87.1402877697842,34.0827338129496,0
"Europa Island","ATF","FRA",168,"coldcorals",0,0,0,0,NA,NA,NA
"Europa Island","ATF","FRA",168,"coralreefs",14,14,14,0,100,100,0
"Europa Island","ATF","FRA",168,"mangroves",0,0,0,0,NA,NA,NA
"Europa Island","ATF","FRA",168,"saltmarshes",0,0,0,0,NA,NA,NA
"Europa Island","ATF","FRA",168,"seagrasses",0,0,0,0,NA,NA,NA
"Guinea","GIN","GIN",169,"coldcorals",1,1,0,0,100,0,0
"Guinea","GIN","GIN",169,"coralreefs",0,0,0,0,NA,NA,NA
"Guinea","GIN","GIN",169,"mangroves",2182,553,0,0,25.3437213565536,0,0
"Guinea","GIN","GIN",169,"saltmarshes",0,0,0,0,NA,NA,NA
"Guinea","GIN","GIN",169,"seagrasses",12899,537,0,0,4.16311341964493,0,0
"Dominican Republic","DOM","DOM",170,"coldcorals",21,17,5,0,80.9523809523809,23.8095238095238,0
"Dominican Republic","DOM","DOM",170,"coralreefs",362,236,134,0,65.1933701657459,37.0165745856354,0
"Dominican Republic","DOM","DOM",170,"mangroves",186,156,96,0,83.8709677419355,51.6129032258064,0
"Dominican Republic","DOM","DOM",170,"saltmarshes",0,0,0,0,NA,NA,NA
"Dominican Republic","DOM","DOM",170,"seagrasses",348,86,10,0,24.7126436781609,2.8735632183908,0
"Bermuda","BMU","GBR",171,"coldcorals",26,0,0,0,0,0,0
"Bermuda","BMU","GBR",171,"coralreefs",537,0,0,0,0,0,0
"Bermuda","BMU","GBR",171,"mangroves",0,0,0,0,NA,NA,NA
"Bermuda","BMU","GBR",171,"saltmarshes",0,0,0,0,NA,NA,NA
"Bermuda","BMU","GBR",171,"seagrasses",0,0,0,0,NA,NA,NA
"Antigua and Barbuda","ATG","ATG",172,"coldcorals",1,0,0,0,0,0,0
"Antigua and Barbuda","ATG","ATG",172,"coralreefs",59,36,0,18,61.0169491525424,0,30.5084745762712
"Antigua and Barbuda","ATG","ATG",172,"mangroves",6,4,0,0,66.6666666666667,0,0
"Antigua and Barbuda","ATG","ATG",172,"saltmarshes",0,0,0,0,NA,NA,NA
"Antigua and Barbuda","ATG","ATG",172,"seagrasses",254,56,0,53,22.0472440944882,0,20.8661417322835
"Svalbard","SJM","NOR",173,"coldcorals",3,0,0,0,0,0,0
"Svalbard","SJM","NOR",173,"coralreefs",0,0,0,0,NA,NA,NA
"Svalbard","SJM","NOR",173,"mangroves",0,0,0,0,NA,NA,NA
"Svalbard","SJM","NOR",173,"saltmarshes",0,0,0,0,NA,NA,NA
"Svalbard","SJM","NOR",173,"seagrasses",0,0,0,0,NA,NA,NA
"Yemen","YEM","YEM",174,"coldcorals",1,0,0,0,0,0,0
"Yemen","YEM","YEM",174,"coralreefs",672,2,0,0,0.297619047619048,0,0
"Yemen","YEM","YEM",174,"mangroves",19,3,0,0,15.7894736842105,0,0
"Yemen","YEM","YEM",174,"saltmarshes",0,0,0,0,NA,NA,NA
"Yemen","YEM","YEM",174,"seagrasses",5496,0,0,0,0,0,0
"Mozambique","MOZ","MOZ",175,"coldcorals",12,0,0,0,0,0,0
"Mozambique","MOZ","MOZ",175,"coralreefs",1654,166,20,0,10.0362756952842,1.20918984280532,0
"Mozambique","MOZ","MOZ",175,"mangroves",2992,1618,186,0,54.0775401069519,6.21657754010695,0
"Mozambique","MOZ","MOZ",175,"saltmarshes",0,0,0,0,NA,NA,NA
"Mozambique","MOZ","MOZ",175,"seagrasses",691,357,11,0,51.6642547033285,1.59189580318379,0
"Collectivity of Saint Martin","MAF","FRA",176,"coldcorals",0,0,0,0,NA,NA,NA
"Collectivity of Saint Martin","MAF","FRA",176,"coralreefs",6,6,6,0,100,100,0
"Collectivity of Saint Martin","MAF","FRA",176,"mangroves",0,0,0,0,NA,NA,NA
"Collectivity of Saint Martin","MAF","FRA",176,"saltmarshes",0,0,0,0,NA,NA,NA
"Collectivity of Saint Martin","MAF","FRA",176,"seagrasses",47,45,45,0,95.7446808510638,95.7446808510638,0
"Saint Vincent and the Grenadines","VCT","VCT",177,"coldcorals",9,0,0,0,0,0,0
"Saint Vincent and the Grenadines","VCT","VCT",177,"coralreefs",37,20,9,0,54.0540540540541,24.3243243243243,0
"Saint Vincent and the Grenadines","VCT","VCT",177,"mangroves",0,0,0,0,NA,NA,NA
"Saint Vincent and the Grenadines","VCT","VCT",177,"saltmarshes",0,0,0,0,NA,NA,NA
"Saint Vincent and the Grenadines","VCT","VCT",177,"seagrasses",0,0,0,0,NA,NA,NA
"Jarvis Island","UMI","USA",178,"coldcorals",0,0,0,0,NA,NA,NA
"Jarvis Island","UMI","USA",178,"coralreefs",2,2,0,0,100,0,0
"Jarvis Island","UMI","USA",178,"mangroves",0,0,0,0,NA,NA,NA
"Jarvis Island","UMI","USA",178,"saltmarshes",0,0,0,0,NA,NA,NA
"Jarvis Island","UMI","USA",178,"seagrasses",0,0,0,0,NA,NA,NA
"Kerguélen","ATF","FRA",179,"coldcorals",1,1,0,0,100,0,0
"Kerguélen","ATF","FRA",179,"coralreefs",0,0,0,0,NA,NA,NA
"Kerguélen","ATF","FRA",179,"mangroves",0,0,0,0,NA,NA,NA
"Kerguélen","ATF","FRA",179,"saltmarshes",0,0,0,0,NA,NA,NA
"Kerguélen","ATF","FRA",179,"seagrasses",0,0,0,0,NA,NA,NA
"Liberia","LBR","LBR",180,"coldcorals",7,0,0,0,0,0,0
"Liberia","LBR","LBR",180,"coralreefs",0,0,0,0,NA,NA,NA
"Liberia","LBR","LBR",180,"mangroves",187,22,0,0,11.7647058823529,0,0
"Liberia","LBR","LBR",180,"saltmarshes",0,0,0,0,NA,NA,NA
"Liberia","LBR","LBR",180,"seagrasses",0,0,0,0,NA,NA,NA
"Venezuela","VEN","VEN",181,"coldcorals",68,1,0,0,1.47058823529412,0,0
"Venezuela","VEN","VEN",181,"coralreefs",348,182,0,0,52.2988505747126,0,0
"Venezuela","VEN","VEN",181,"mangroves",2809,1436,49,0,51.1213955144179,1.74439302242791,0
"Venezuela","VEN","VEN",181,"saltmarshes",0,0,0,0,NA,NA,NA
"Venezuela","VEN","VEN",181,"seagrasses",1297,34,0,0,2.62143407864302,0,0
"Dominica","DMA","DMA",182,"coldcorals",7,0,0,0,0,0,0
"Dominica","DMA","DMA",182,"coralreefs",19,1,0,0,5.26315789473684,0,0
"Dominica","DMA","DMA",182,"mangroves",0,0,0,0,NA,NA,NA
"Dominica","DMA","DMA",182,"saltmarshes",0,0,0,0,NA,NA,NA
"Dominica","DMA","DMA",182,"seagrasses",508,7,0,0,1.37795275590551,0,0
"Christmas Island","CXR","AUS",183,"coldcorals",0,0,0,0,NA,NA,NA
"Christmas Island","CXR","AUS",183,"coralreefs",11,0,0,0,0,0,0
"Christmas Island","CXR","AUS",183,"mangroves",0,0,0,0,NA,NA,NA
"Christmas Island","CXR","AUS",183,"saltmarshes",0,0,0,0,NA,NA,NA
"Christmas Island","CXR","AUS",183,"seagrasses",158,10,0,0,6.32911392405063,0,0
"United States Virgin Islands","VIR","USA",184,"coldcorals",8,0,0,0,0,0,0
"United States Virgin Islands","VIR","USA",184,"coralreefs",25,11,0,0,44,0,0
"United States Virgin Islands","VIR","USA",184,"mangroves",0,0,0,0,NA,NA,NA
"United States Virgin Islands","VIR","USA",184,"saltmarshes",0,0,0,0,NA,NA,NA
"United States Virgin Islands","VIR","USA",184,"seagrasses",77,24,0,0,31.1688311688312,0,0
"Navassa Island",NA,"HTI",185,"coldcorals",6,5,0,0,83.3333333333333,0,0
"Navassa Island",NA,"HTI",185,"coralreefs",24,2,0,0,8.33333333333333,0,0
"Navassa Island",NA,"HTI",185,"mangroves",0,0,0,0,NA,NA,NA
"Navassa Island",NA,"HTI",185,"saltmarshes",0,0,0,0,NA,NA,NA
"Navassa Island",NA,"HTI",185,"seagrasses",0,0,0,0,NA,NA,NA
"Lithuania","LTU","LTU",186,"coldcorals",0,0,0,0,NA,NA,NA
"Lithuania","LTU","LTU",186,"coralreefs",0,0,0,0,NA,NA,NA
"Lithuania","LTU","LTU",186,"mangroves",0,0,0,0,NA,NA,NA
"Lithuania","LTU","LTU",186,"saltmarshes",0,0,0,0,NA,NA,NA
"Lithuania","LTU","LTU",186,"seagrasses",0,0,0,0,NA,NA,NA
"Azerbaijan","AZE","AZE",187,"coldcorals",0,0,0,0,NA,NA,NA
"Azerbaijan","AZE","AZE",187,"coralreefs",0,0,0,0,NA,NA,NA
"Azerbaijan","AZE","AZE",187,"mangroves",0,0,0,0,NA,NA,NA
"Azerbaijan","AZE","AZE",187,"saltmarshes",0,0,0,0,NA,NA,NA
"Azerbaijan","AZE","AZE",187,"seagrasses",0,0,0,0,NA,NA,NA
"Republic of the Congo","COG","COG",188,"coldcorals",0,0,0,0,NA,NA,NA
"Republic of the Congo","COG","COG",188,"coralreefs",0,0,0,0,NA,NA,NA
"Republic of the Congo","COG","COG",188,"mangroves",0,0,0,0,NA,NA,NA
"Republic of the Congo","COG","COG",188,"saltmarshes",0,0,0,0,NA,NA,NA
"Republic of the Congo","COG","COG",188,"seagrasses",0,0,0,0,NA,NA,NA
"Taiwan","TWN","TWN",189,"coldcorals",4,0,0,0,0,0,0
"Taiwan","TWN","TWN",189,"coralreefs",377,195,195,0,51.7241379310345,51.7241379310345,0
"Taiwan","TWN","TWN",189,"mangroves",4,4,1,0,100,25,0
"Taiwan","TWN","TWN",189,"saltmarshes",43,1,0,0,2.32558139534884,0,0
"Taiwan","TWN","TWN",189,"seagrasses",1243,133,133,0,10.6999195494771,10.6999195494771,0
"Sint-Eustatius","BES","NLD",190,"coldcorals",0,0,0,0,NA,NA,NA
"Sint-Eustatius","BES","NLD",190,"coralreefs",12,12,0,0,100,0,0
"Sint-Eustatius","BES","NLD",190,"mangroves",0,0,0,0,NA,NA,NA
"Sint-Eustatius","BES","NLD",190,"saltmarshes",0,0,0,0,NA,NA,NA
"Sint-Eustatius","BES","NLD",190,"seagrasses",1,1,0,0,100,0,0
