"UNION","ISO_TER1","ISO_SOV1","ID","habitat","total","all_mpas","managed","no_take","pp_all_mpas","pp_managed","pp_no_take"
"Suriname","SUR","SUR",63,"mangroves",758,532,0,0,70.1846965699208,0,0
"Suriname","SUR","SUR",63,"saltmarshes",0,0,0,0,NA,NA,NA
"Suriname","SUR","SUR",63,"seagrasses",0,0,0,0,NA,NA,NA
"Sudan","SDN","SDN",64,"coldcorals",0,0,0,0,NA,NA,NA
"Sudan","SDN","SDN",64,"coralreefs",620,114,0,0,18.3870967741935,0,0
"Sudan","SDN","SDN",64,"mangroves",4,0,0,0,0,0,0
"Sudan","SDN","SDN",64,"saltmarshes",0,0,0,0,NA,NA,NA
"Sudan","SDN","SDN",64,"seagrasses",4463,0,0,0,0,0,0
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","GUY","GUY",65,"coldcorals",0,0,0,0,NA,NA,NA
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","GUY","GUY",65,"coralreefs",0,0,0,0,NA,NA,NA
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","GUY","GUY",65,"mangroves",0,0,0,0,NA,NA,NA
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","GUY","GUY",65,"saltmarshes",0,0,0,0,NA,NA,NA
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","GUY","GUY",65,"seagrasses",0,0,0,0,NA,NA,NA
"Overlapping claim Liancourt Rocks: Japan / South Korea",NA,"JPN",66,"coldcorals",0,0,0,0,NA,NA,NA
"Overlapping claim Liancourt Rocks: Japan / South Korea",NA,"JPN",66,"coralreefs",0,0,0,0,NA,NA,NA
"Overlapping claim Liancourt Rocks: Japan / South Korea",NA,"JPN",66,"mangroves",0,0,0,0,NA,NA,NA
"Overlapping claim Liancourt Rocks: Japan / South Korea",NA,"JPN",66,"saltmarshes",0,0,0,0,NA,NA,NA
"Overlapping claim Liancourt Rocks: Japan / South Korea",NA,"JPN",66,"seagrasses",0,0,0,0,NA,NA,NA
"Togo","TGO","TGO",67,"coldcorals",0,0,0,0,NA,NA,NA
"Togo","TGO","TGO",67,"coralreefs",0,0,0,0,NA,NA,NA
"Togo","TGO","TGO",67,"mangroves",0,0,0,0,NA,NA,NA
"Togo","TGO","TGO",67,"saltmarshes",0,0,0,0,NA,NA,NA
"Togo","TGO","TGO",67,"seagrasses",195,0,0,0,0,0,0
"Cape Verde","CPV","CPV",68,"coldcorals",33,0,0,0,0,0,0
"Cape Verde","CPV","CPV",68,"coralreefs",0,0,0,0,NA,NA,NA
"Cape Verde","CPV","CPV",68,"mangroves",0,0,0,0,NA,NA,NA
"Cape Verde","CPV","CPV",68,"saltmarshes",0,0,0,0,NA,NA,NA
"Cape Verde","CPV","CPV",68,"seagrasses",0,0,0,0,NA,NA,NA
"Kenya","KEN","KEN",69,"coldcorals",4,0,0,0,0,0,0
"Kenya","KEN","KEN",69,"coralreefs",389,117,0,10,30.0771208226221,0,2.5706940874036
"Kenya","KEN","KEN",69,"mangroves",542,82,0,0,15.1291512915129,0,0
"Kenya","KEN","KEN",69,"saltmarshes",0,0,0,0,NA,NA,NA
"Kenya","KEN","KEN",69,"seagrasses",121,75,0,0,61.9834710743802,0,0
"Angola","AGO","AGO",70,"coldcorals",4,0,0,0,0,0,0
"Angola","AGO","AGO",70,"coralreefs",0,0,0,0,NA,NA,NA
"Angola","AGO","AGO",70,"mangroves",395,1,0,0,0.253164556962025,0,0
"Angola","AGO","AGO",70,"saltmarshes",0,0,0,0,NA,NA,NA
"Angola","AGO","AGO",70,"seagrasses",599,0,0,0,0,0,0
"Easter Island",NA,"CHL",71,"coldcorals",0,0,0,0,NA,NA,NA
"Easter Island",NA,"CHL",71,"coralreefs",0,0,0,0,NA,NA,NA
"Easter Island",NA,"CHL",71,"mangroves",0,0,0,0,NA,NA,NA
"Easter Island",NA,"CHL",71,"saltmarshes",0,0,0,0,NA,NA,NA
"Easter Island",NA,"CHL",71,"seagrasses",0,0,0,0,NA,NA,NA
"Réunion","REU","FRA",72,"coldcorals",0,0,0,0,NA,NA,NA
"Réunion","REU","FRA",72,"coralreefs",11,8,0,0,72.7272727272727,0,0
"Réunion","REU","FRA",72,"mangroves",0,0,0,0,NA,NA,NA
"Réunion","REU","FRA",72,"saltmarshes",0,0,0,0,NA,NA,NA
"Réunion","REU","FRA",72,"seagrasses",0,0,0,0,NA,NA,NA
"Tuvalu","TUV","TUV",73,"coldcorals",1,0,0,0,0,0,0
"Tuvalu","TUV","TUV",73,"coralreefs",862,56,18,28,6.49651972157773,2.08816705336427,3.24825986078886
"Tuvalu","TUV","TUV",73,"mangroves",0,0,0,0,NA,NA,NA
"Tuvalu","TUV","TUV",73,"saltmarshes",0,0,0,0,NA,NA,NA
"Tuvalu","TUV","TUV",73,"seagrasses",0,0,0,0,NA,NA,NA
"Norway","NOR","NOR",74,"coldcorals",1266,233,219,0,18.4044233807267,17.2985781990521,0
"Norway","NOR","NOR",74,"coralreefs",0,0,0,0,NA,NA,NA
"Norway","NOR","NOR",74,"mangroves",0,0,0,0,NA,NA,NA
"Norway","NOR","NOR",74,"saltmarshes",0,0,0,0,NA,NA,NA
"Norway","NOR","NOR",74,"seagrasses",65,11,1,0,16.9230769230769,1.53846153846154,0
"Puerto Rico","PRI","USA",75,"coldcorals",34,6,0,0,17.6470588235294,0,0
"Puerto Rico","PRI","USA",75,"coralreefs",157,27,0,0,17.1974522292994,0,0
"Puerto Rico","PRI","USA",75,"mangroves",88,47,0,0,53.4090909090909,0,0
"Puerto Rico","PRI","USA",75,"saltmarshes",52,9,0,0,17.3076923076923,0,0
"Puerto Rico","PRI","USA",75,"seagrasses",601,128,0,0,21.2978369384359,0,0
"Jamaica","JAM","JAM",76,"coldcorals",19,1,0,0,5.26315789473684,0,0
"Jamaica","JAM","JAM",76,"coralreefs",425,73,2,0,17.1764705882353,0.470588235294118,0
"Jamaica","JAM","JAM",76,"mangroves",104,65,47,0,62.5,45.1923076923077,0
"Jamaica","JAM","JAM",76,"saltmarshes",0,0,0,0,NA,NA,NA
"Jamaica","JAM","JAM",76,"seagrasses",794,138,0,0,17.3803526448363,0,0
"East Timor","TLS","TLS",77,"coldcorals",7,0,0,0,0,0,0
"East Timor","TLS","TLS",77,"coralreefs",34,6,1,0,17.6470588235294,2.94117647058824,0
"East Timor","TLS","TLS",77,"mangroves",8,2,0,0,25,0,0
"East Timor","TLS","TLS",77,"saltmarshes",0,0,0,0,NA,NA,NA
"East Timor","TLS","TLS",77,"seagrasses",337,3,0,0,0.890207715133531,0,0
"Andaman and Nicobar",NA,"IND",78,"coldcorals",4,0,0,0,0,0,0
"Andaman and Nicobar",NA,"IND",78,"coralreefs",793,50,0,50,6.30517023959647,0,6.30517023959647
"Andaman and Nicobar",NA,"IND",78,"mangroves",587,10,0,10,1.70357751277683,0,1.70357751277683
"Andaman and Nicobar",NA,"IND",78,"saltmarshes",0,0,0,0,NA,NA,NA
"Andaman and Nicobar",NA,"IND",78,"seagrasses",1661,143,0,143,8.60927152317881,0,8.60927152317881
"Azores",NA,"PRT",79,"coldcorals",201,40,16,0,19.9004975124378,7.96019900497512,0
"Azores",NA,"PRT",79,"coralreefs",0,0,0,0,NA,NA,NA
"Azores",NA,"PRT",79,"mangroves",0,0,0,0,NA,NA,NA
"Azores",NA,"PRT",79,"saltmarshes",0,0,0,0,NA,NA,NA
"Azores",NA,"PRT",79,"seagrasses",0,0,0,0,NA,NA,NA
"Myanmar","MMR","MMR",80,"coldcorals",6,0,0,0,0,0,0
"Myanmar","MMR","MMR",80,"coralreefs",621,48,47,0,7.72946859903382,7.56843800322061,0
"Myanmar","MMR","MMR",80,"mangroves",5066,150,126,0,2.96091590998816,2.48716936439005,0
"Myanmar","MMR","MMR",80,"saltmarshes",0,0,0,0,NA,NA,NA
"Myanmar","MMR","MMR",80,"seagrasses",2932,2,0,0,0.0682128240109141,0,0
"Federal Republic of Somalia","SOM","SOM",81,"coldcorals",9,0,0,0,0,0,0
"Federal Republic of Somalia","SOM","SOM",81,"coralreefs",406,0,0,0,0,0,0
"Federal Republic of Somalia","SOM","SOM",81,"mangroves",20,0,0,0,0,0,0
"Federal Republic of Somalia","SOM","SOM",81,"saltmarshes",0,0,0,0,NA,NA,NA
"Federal Republic of Somalia","SOM","SOM",81,"seagrasses",0,0,0,0,NA,NA,NA
"Romania","ROU","ROU",82,"coldcorals",0,0,0,0,NA,NA,NA
"Romania","ROU","ROU",82,"coralreefs",0,0,0,0,NA,NA,NA
"Romania","ROU","ROU",82,"mangroves",0,0,0,0,NA,NA,NA
"Romania","ROU","ROU",82,"saltmarshes",58,58,58,0,100,100,0
"Romania","ROU","ROU",82,"seagrasses",0,0,0,0,NA,NA,NA
"Canada","CAN","CAN",83,"coldcorals",205,11,10,0,5.36585365853659,4.8780487804878,0
"Canada","CAN","CAN",83,"coralreefs",0,0,0,0,NA,NA,NA
"Canada","CAN","CAN",83,"mangroves",0,0,0,0,NA,NA,NA
"Canada","CAN","CAN",83,"saltmarshes",1109,264,255,0,23.8052299368801,22.9936880072137,0
"Canada","CAN","CAN",83,"seagrasses",290,70,70,0,24.1379310344828,24.1379310344828,0
"Algeria","DZA","DZA",84,"coldcorals",2,0,0,0,0,0,0
"Algeria","DZA","DZA",84,"coralreefs",0,0,0,0,NA,NA,NA
"Algeria","DZA","DZA",84,"mangroves",0,0,0,0,NA,NA,NA
"Algeria","DZA","DZA",84,"saltmarshes",0,0,0,0,NA,NA,NA
"Algeria","DZA","DZA",84,"seagrasses",38,0,0,0,0,0,0
"South Africa","ZAF","ZAF",85,"coldcorals",39,19,0,0,48.7179487179487,0,0
"South Africa","ZAF","ZAF",85,"coralreefs",1,1,0,0,100,0,0
"South Africa","ZAF","ZAF",85,"mangroves",26,10,0,0,38.4615384615385,0,0
"South Africa","ZAF","ZAF",85,"saltmarshes",62,11,0,0,17.741935483871,0,0
"South Africa","ZAF","ZAF",85,"seagrasses",406,406,0,0,100,0,0
"Tonga","TON","TON",86,"coldcorals",2,0,0,0,0,0,0
"Tonga","TON","TON",86,"coralreefs",1009,164,0,0,16.2537165510406,0,0
"Tonga","TON","TON",86,"mangroves",9,1,0,0,11.1111111111111,0,0
"Tonga","TON","TON",86,"saltmarshes",0,0,0,0,NA,NA,NA
"Tonga","TON","TON",86,"seagrasses",3699,189,0,0,5.10948905109489,0,0
"Djibouti","DJI","DJI",87,"coldcorals",0,0,0,0,NA,NA,NA
"Djibouti","DJI","DJI",87,"coralreefs",239,0,0,0,0,0,0
"Djibouti","DJI","DJI",87,"mangroves",6,0,0,0,0,0,0
"Djibouti","DJI","DJI",87,"saltmarshes",0,0,0,0,NA,NA,NA
"Djibouti","DJI","DJI",87,"seagrasses",0,0,0,0,NA,NA,NA
"Sint-Maarten","SXM","NLD",88,"coldcorals",0,0,0,0,NA,NA,NA
"Sint-Maarten","SXM","NLD",88,"coralreefs",2,0,0,0,0,0,0
"Sint-Maarten","SXM","NLD",88,"mangroves",0,0,0,0,NA,NA,NA
"Sint-Maarten","SXM","NLD",88,"saltmarshes",0,0,0,0,NA,NA,NA
"Sint-Maarten","SXM","NLD",88,"seagrasses",22,1,1,0,4.54545454545455,4.54545454545455,0
"Greece","GRC","GRC",89,"coldcorals",17,1,0,0,5.88235294117647,0,0
"Greece","GRC","GRC",89,"coralreefs",0,0,0,0,NA,NA,NA
"Greece","GRC","GRC",89,"mangroves",0,0,0,0,NA,NA,NA
"Greece","GRC","GRC",89,"saltmarshes",0,0,0,0,NA,NA,NA
"Greece","GRC","GRC",89,"seagrasses",629,568,59,0,90.302066772655,9.37996820349762,0
"Slovenia","SVN","SVN",90,"coldcorals",0,0,0,0,NA,NA,NA
"Slovenia","SVN","SVN",90,"coralreefs",0,0,0,0,NA,NA,NA
"Slovenia","SVN","SVN",90,"mangroves",0,0,0,0,NA,NA,NA
"Slovenia","SVN","SVN",90,"saltmarshes",2,1,1,0,50,50,0
"Slovenia","SVN","SVN",90,"seagrasses",0,0,0,0,NA,NA,NA
"Colombia","COL","COL",91,"coldcorals",51,6,6,0,11.7647058823529,11.7647058823529,0
"Colombia","COL","COL",91,"coralreefs",534,424,423,0,79.4007490636704,79.2134831460674,0
"Colombia","COL","COL",91,"mangroves",2338,1086,664,0,46.4499572284003,28.4003421727973,0
"Colombia","COL","COL",91,"saltmarshes",0,0,0,0,NA,NA,NA
"Colombia","COL","COL",91,"seagrasses",424,184,51,0,43.3962264150943,12.0283018867925,0
"Nicaragua","NIC","NIC",92,"coldcorals",5,0,0,0,0,0,0
"Nicaragua","NIC","NIC",92,"coralreefs",510,334,52,0,65.4901960784314,10.1960784313725,0
"Nicaragua","NIC","NIC",92,"mangroves",727,573,0,0,78.8170563961486,0,0
"Nicaragua","NIC","NIC",92,"saltmarshes",0,0,0,0,NA,NA,NA
"Nicaragua","NIC","NIC",92,"seagrasses",5567,926,0,0,16.6337345069158,0,0
"Turkey","TUR","TUR",93,"coldcorals",0,0,0,0,NA,NA,NA
"Turkey","TUR","TUR",93,"coralreefs",0,0,0,0,NA,NA,NA
"Turkey","TUR","TUR",93,"mangroves",0,0,0,0,NA,NA,NA
"Turkey","TUR","TUR",93,"saltmarshes",255,145,0,0,56.8627450980392,0,0
"Turkey","TUR","TUR",93,"seagrasses",0,0,0,0,NA,NA,NA
"Sri Lanka","LKA","LKA",94,"coldcorals",4,0,0,0,0,0,0
"Sri Lanka","LKA","LKA",94,"coralreefs",110,2,0,0,1.81818181818182,0,0
"Sri Lanka","LKA","LKA",94,"mangroves",191,9,0,0,4.71204188481675,0,0
"Sri Lanka","LKA","LKA",94,"saltmarshes",0,0,0,0,NA,NA,NA
"Sri Lanka","LKA","LKA",94,"seagrasses",2878,4,0,0,0.138985406532314,0,0
"New Zealand","NZL","NZL",95,"coldcorals",557,102,0,51,18.3123877917415,0,9.15619389587074
"New Zealand","NZL","NZL",95,"coralreefs",0,0,0,0,NA,NA,NA
"New Zealand","NZL","NZL",95,"mangroves",310,29,0,2,9.35483870967742,0,0.645161290322581
"New Zealand","NZL","NZL",95,"saltmarshes",206,48,0,0,23.3009708737864,0,0
"New Zealand","NZL","NZL",95,"seagrasses",0,0,0,0,NA,NA,NA
"Cook Islands","COK","NZL",96,"coldcorals",3,3,0,0,100,0,0
"Cook Islands","COK","NZL",96,"coralreefs",266,124,0,0,46.6165413533835,0,0
"Cook Islands","COK","NZL",96,"mangroves",0,0,0,0,NA,NA,NA
"Cook Islands","COK","NZL",96,"saltmarshes",0,0,0,0,NA,NA,NA
"Cook Islands","COK","NZL",96,"seagrasses",0,0,0,0,NA,NA,NA
"Brunei","BRN","BRN",97,"coldcorals",0,0,0,0,NA,NA,NA
"Brunei","BRN","BRN",97,"coralreefs",60,0,0,0,0,0,0
"Brunei","BRN","BRN",97,"mangroves",112,67,0,0,59.8214285714286,0,0
"Brunei","BRN","BRN",97,"saltmarshes",0,0,0,0,NA,NA,NA
"Brunei","BRN","BRN",97,"seagrasses",0,0,0,0,NA,NA,NA
"Abu musa, Greater and Lesser Tunb","ARE","ARE",98,"coldcorals",0,0,0,0,NA,NA,NA
"Abu musa, Greater and Lesser Tunb","ARE","ARE",98,"coralreefs",0,0,0,0,NA,NA,NA
"Abu musa, Greater and Lesser Tunb","ARE","ARE",98,"mangroves",0,0,0,0,NA,NA,NA
"Abu musa, Greater and Lesser Tunb","ARE","ARE",98,"saltmarshes",0,0,0,0,NA,NA,NA
"Abu musa, Greater and Lesser Tunb","ARE","ARE",98,"seagrasses",0,0,0,0,NA,NA,NA
"Jersey","JEY","GBR",99,"coldcorals",0,0,0,0,NA,NA,NA
"Jersey","JEY","GBR",99,"coralreefs",0,0,0,0,NA,NA,NA
"Jersey","JEY","GBR",99,"mangroves",0,0,0,0,NA,NA,NA
"Jersey","JEY","GBR",99,"saltmarshes",0,0,0,0,NA,NA,NA
"Jersey","JEY","GBR",99,"seagrasses",0,0,0,0,NA,NA,NA
"China","CHN","CHN",100,"coldcorals",1,0,0,0,0,0,0
"China","CHN","CHN",100,"coralreefs",578,0,0,0,0,0,0
"China","CHN","CHN",100,"mangroves",160,11,0,0,6.875,0,0
"China","CHN","CHN",100,"saltmarshes",5421,242,85,0,4.4641210108836,1.56797638812027,0
"China","CHN","CHN",100,"seagrasses",8137,7,0,0,0.0860267912006882,0,0
"Amsterdam and Saint Paul Islands","ATF","FRA",101,"coldcorals",10,10,0,9,100,0,90
"Amsterdam and Saint Paul Islands","ATF","FRA",101,"coralreefs",0,0,0,0,NA,NA,NA
"Amsterdam and Saint Paul Islands","ATF","FRA",101,"mangroves",0,0,0,0,NA,NA,NA
"Amsterdam and Saint Paul Islands","ATF","FRA",101,"saltmarshes",0,0,0,0,NA,NA,NA
"Amsterdam and Saint Paul Islands","ATF","FRA",101,"seagrasses",0,0,0,0,NA,NA,NA
"Croatia","HRV","HRV",102,"coldcorals",72,1,0,0,1.38888888888889,0,0
"Croatia","HRV","HRV",102,"coralreefs",0,0,0,0,NA,NA,NA
"Croatia","HRV","HRV",102,"mangroves",0,0,0,0,NA,NA,NA
"Croatia","HRV","HRV",102,"saltmarshes",7,6,0,0,85.7142857142857,0,0
"Croatia","HRV","HRV",102,"seagrasses",314,167,0,0,53.1847133757962,0,0
"Iraq","IRQ","IRQ",103,"coldcorals",0,0,0,0,NA,NA,NA
"Iraq","IRQ","IRQ",103,"coralreefs",0,0,0,0,NA,NA,NA
"Iraq","IRQ","IRQ",103,"mangroves",0,0,0,0,NA,NA,NA
"Iraq","IRQ","IRQ",103,"saltmarshes",0,0,0,0,NA,NA,NA
"Iraq","IRQ","IRQ",103,"seagrasses",72,0,0,0,0,0,0
"Chile","CHL","CHL",104,"coldcorals",87,43,5,22,49.4252873563218,5.74712643678161,25.2873563218391
"Chile","CHL","CHL",104,"coralreefs",0,0,0,0,NA,NA,NA
"Chile","CHL","CHL",104,"mangroves",0,0,0,0,NA,NA,NA
"Chile","CHL","CHL",104,"saltmarshes",10,4,0,0,40,0,0
"Chile","CHL","CHL",104,"seagrasses",0,0,0,0,NA,NA,NA
"Netherlands","NLD","NLD",105,"coldcorals",0,0,0,0,NA,NA,NA
"Netherlands","NLD","NLD",105,"coralreefs",0,0,0,0,NA,NA,NA
"Netherlands","NLD","NLD",105,"mangroves",0,0,0,0,NA,NA,NA
"Netherlands","NLD","NLD",105,"saltmarshes",147,142,142,0,96.5986394557823,96.5986394557823,0
"Netherlands","NLD","NLD",105,"seagrasses",1,1,1,0,100,100,0
"Ivory Coast","CIV","CIV",106,"coldcorals",10,0,0,0,0,0,0
"Ivory Coast","CIV","CIV",106,"coralreefs",0,0,0,0,NA,NA,NA
"Ivory Coast","CIV","CIV",106,"mangroves",70,5,2,0,7.14285714285714,2.85714285714286,0
"Ivory Coast","CIV","CIV",106,"saltmarshes",0,0,0,0,NA,NA,NA
"Ivory Coast","CIV","CIV",106,"seagrasses",0,0,0,0,NA,NA,NA
"Grenada","GRD","GRD",107,"coldcorals",15,0,0,0,0,0,0
"Grenada","GRD","GRD",107,"coralreefs",51,3,0,0,5.88235294117647,0,0
"Grenada","GRD","GRD",107,"mangroves",2,0,0,0,0,0,0
"Grenada","GRD","GRD",107,"saltmarshes",0,0,0,0,NA,NA,NA
"Grenada","GRD","GRD",107,"seagrasses",9,1,0,0,11.1111111111111,0,0
"Falkland Islands","FLK","GBR",108,"coldcorals",23,7,0,0,30.4347826086957,0,0
"Falkland Islands","FLK","GBR",108,"coralreefs",0,0,0,0,NA,NA,NA
"Falkland Islands","FLK","GBR",108,"mangroves",0,0,0,0,NA,NA,NA
"Falkland Islands","FLK","GBR",108,"saltmarshes",0,0,0,0,NA,NA,NA
"Falkland Islands","FLK","GBR",108,"seagrasses",0,0,0,0,NA,NA,NA
"Norfolk Island","NFK","AUS",109,"coldcorals",43,43,42,4,100,97.6744186046512,9.30232558139535
"Norfolk Island","NFK","AUS",109,"coralreefs",0,0,0,0,NA,NA,NA
"Norfolk Island","NFK","AUS",109,"mangroves",0,0,0,0,NA,NA,NA
"Norfolk Island","NFK","AUS",109,"saltmarshes",0,0,0,0,NA,NA,NA
"Norfolk Island","NFK","AUS",109,"seagrasses",0,0,0,0,NA,NA,NA
"Guadeloupe","GLP","FRA",110,"coldcorals",10,10,10,0,100,100,0
"Guadeloupe","GLP","FRA",110,"coralreefs",109,109,108,0,100,99.0825688073395,0
"Guadeloupe","GLP","FRA",110,"mangroves",36,34,33,0,94.4444444444444,91.6666666666667,0
"Guadeloupe","GLP","FRA",110,"saltmarshes",0,0,0,0,NA,NA,NA
"Guadeloupe","GLP","FRA",110,"seagrasses",776,756,752,0,97.4226804123711,96.9072164948454,0
"Bahamas","BHS","BHS",111,"coldcorals",411,32,2,0,7.78588807785888,0.48661800486618,0
"Bahamas","BHS","BHS",111,"coralreefs",2246,393,97,27,17.4977738201247,4.31878895814782,1.20213713268032
"Bahamas","BHS","BHS",111,"mangroves",973,626,407,0,64.3371017471737,41.8293936279548,0
"Bahamas","BHS","BHS",111,"saltmarshes",0,0,0,0,NA,NA,NA
"Bahamas","BHS","BHS",111,"seagrasses",2251,66,55,9,2.93203020879609,2.44335850733008,0.399822301199467
"Qatar","QAT","QAT",112,"coldcorals",0,0,0,0,NA,NA,NA
"Qatar","QAT","QAT",112,"coralreefs",142,0,0,0,0,0,0
"Qatar","QAT","QAT",112,"mangroves",5,5,0,0,100,0,0
"Qatar","QAT","QAT",112,"saltmarshes",0,0,0,0,NA,NA,NA
"Qatar","QAT","QAT",112,"seagrasses",1156,86,0,0,7.43944636678201,0,0
"United States","USA","USA",113,"coldcorals",1428,183,14,2,12.8151260504202,0.980392156862745,0.140056022408964
"United States","USA","USA",113,"coralreefs",761,574,542,0,75.4270696452037,71.2220762155059,0
"United States","USA","USA",113,"mangroves",1909,1705,1117,1,89.3137768465165,58.5123101100052,0.0523834468308015
"United States","USA","USA",113,"saltmarshes",17125,5354,936,5,31.2642335766423,5.46569343065693,0.0291970802919708
"United States","USA","USA",113,"seagrasses",13195,8313,5277,4,63.0011367942402,39.9924213717317,0.0303145130731338
"Brazil","BRA","BRA",114,"coldcorals",231,1,0,0,0.432900432900433,0,0
"Brazil","BRA","BRA",114,"coralreefs",721,588,6,5,81.5533980582524,0.832177531206657,0.693481276005548
"Brazil","BRA","BRA",114,"mangroves",10912,9418,195,0,86.308651026393,1.78702346041056,0
"Brazil","BRA","BRA",114,"saltmarshes",56,0,0,0,0,0,0
"Brazil","BRA","BRA",114,"seagrasses",434,1,0,0,0.230414746543779,0,0
"South Korea","KOR","KOR",115,"coldcorals",0,0,0,0,NA,NA,NA
"South Korea","KOR","KOR",115,"coralreefs",0,0,0,0,NA,NA,NA
"South Korea","KOR","KOR",115,"mangroves",0,0,0,0,NA,NA,NA
"South Korea","KOR","KOR",115,"saltmarshes",0,0,0,0,NA,NA,NA
"South Korea","KOR","KOR",115,"seagrasses",0,0,0,0,NA,NA,NA
"Heard and McDonald Islands","HMD","AUS",116,"coldcorals",2,1,1,1,50,50,50
"Heard and McDonald Islands","HMD","AUS",116,"coralreefs",0,0,0,0,NA,NA,NA
"Heard and McDonald Islands","HMD","AUS",116,"mangroves",0,0,0,0,NA,NA,NA
"Heard and McDonald Islands","HMD","AUS",116,"saltmarshes",0,0,0,0,NA,NA,NA
"Heard and McDonald Islands","HMD","AUS",116,"seagrasses",0,0,0,0,NA,NA,NA
"Trinidade",NA,"BRA",117,"coldcorals",2,1,0,0,50,0,0
"Trinidade",NA,"BRA",117,"coralreefs",14,13,0,13,92.8571428571429,0,92.8571428571429
"Trinidade",NA,"BRA",117,"mangroves",0,0,0,0,NA,NA,NA
"Trinidade",NA,"BRA",117,"saltmarshes",0,0,0,0,NA,NA,NA
"Trinidade",NA,"BRA",117,"seagrasses",0,0,0,0,NA,NA,NA
"Wake Island","UMI","USA",118,"coldcorals",0,0,0,0,NA,NA,NA
"Wake Island","UMI","USA",118,"coralreefs",16,16,0,0,100,0,0
"Wake Island","UMI","USA",118,"mangroves",0,0,0,0,NA,NA,NA
"Wake Island","UMI","USA",118,"saltmarshes",0,0,0,0,NA,NA,NA
"Wake Island","UMI","USA",118,"seagrasses",0,0,0,0,NA,NA,NA
"Western Sahara","ESH","ESH",119,"coldcorals",18,0,0,0,0,0,0
"Western Sahara","ESH","ESH",119,"coralreefs",0,0,0,0,NA,NA,NA
"Western Sahara","ESH","ESH",119,"mangroves",0,0,0,0,NA,NA,NA
"Western Sahara","ESH","ESH",119,"saltmarshes",0,0,0,0,NA,NA,NA
"Western Sahara","ESH","ESH",119,"seagrasses",0,0,0,0,NA,NA,NA
"Greenland","GRL","DNK",120,"coldcorals",18,0,0,0,0,0,0
"Greenland","GRL","DNK",120,"coralreefs",0,0,0,0,NA,NA,NA
"Greenland","GRL","DNK",120,"mangroves",0,0,0,0,NA,NA,NA
"Greenland","GRL","DNK",120,"saltmarshes",0,0,0,0,NA,NA,NA
"Greenland","GRL","DNK",120,"seagrasses",0,0,0,0,NA,NA,NA
"Galapagos",NA,"ECU",121,"coldcorals",51,51,51,0,100,100,0
"Galapagos",NA,"ECU",121,"coralreefs",115,115,115,0,100,100,0
"Galapagos",NA,"ECU",121,"mangroves",26,26,26,0,100,100,0
"Galapagos",NA,"ECU",121,"saltmarshes",0,0,0,0,NA,NA,NA
"Galapagos",NA,"ECU",121,"seagrasses",0,0,0,0,NA,NA,NA
"Haiti","HTI","HTI",122,"coldcorals",4,0,0,0,0,0,0
"Haiti","HTI","HTI",122,"coralreefs",324,113,0,0,34.8765432098765,0,0
"Haiti","HTI","HTI",122,"mangroves",142,63,0,0,44.3661971830986,0,0
"Haiti","HTI","HTI",122,"saltmarshes",0,0,0,0,NA,NA,NA
"Haiti","HTI","HTI",122,"seagrasses",759,0,0,0,0,0,0
"Howland and Baker islands","UMI","USA",123,"coldcorals",1,1,0,0,100,0,0
"Howland and Baker islands","UMI","USA",123,"coralreefs",8,8,0,0,100,0,0
"Howland and Baker islands","UMI","USA",123,"mangroves",0,0,0,0,NA,NA,NA
"Howland and Baker islands","UMI","USA",123,"saltmarshes",0,0,0,0,NA,NA,NA
"Howland and Baker islands","UMI","USA",123,"seagrasses",0,0,0,0,NA,NA,NA
"Papua New Guinea","PNG","PNG",124,"coldcorals",2,0,0,0,0,0,0
"Papua New Guinea","PNG","PNG",124,"coralreefs",7342,298,2,0,4.05883955325524,0.0272405339144647,0
"Papua New Guinea","PNG","PNG",124,"mangroves",4692,215,0,0,4.58226768968457,0,0
"Papua New Guinea","PNG","PNG",124,"saltmarshes",0,0,0,0,NA,NA,NA
"Papua New Guinea","PNG","PNG",124,"seagrasses",9312,1114,0,0,11.963058419244,0,0
"Alaska",NA,"USA",125,"coldcorals",244,1,0,0,0.409836065573771,0,0
"Alaska",NA,"USA",125,"coralreefs",0,0,0,0,NA,NA,NA
"Alaska",NA,"USA",125,"mangroves",0,0,0,0,NA,NA,NA
"Alaska",NA,"USA",125,"saltmarshes",1613,616,0,0,38.189708617483,0,0
"Alaska",NA,"USA",125,"seagrasses",156,156,156,0,100,100,0
"Saint-Barthélemy","BLM","FRA",126,"coldcorals",1,1,1,0,100,100,0
"Saint-Barthélemy","BLM","FRA",126,"coralreefs",9,9,9,0,100,100,0
"Saint-Barthélemy","BLM","FRA",126,"mangroves",0,0,0,0,NA,NA,NA
"Saint-Barthélemy","BLM","FRA",126,"saltmarshes",0,0,0,0,NA,NA,NA
"Saint-Barthélemy","BLM","FRA",126,"seagrasses",18,16,16,0,88.8888888888889,88.8888888888889,0
"Tanzania","TZA","TZA",127,"coldcorals",0,0,0,0,NA,NA,NA
"Tanzania","TZA","TZA",127,"coralreefs",1815,844,0,16,46.5013774104683,0,0.881542699724518
