"UNION","ISO_TER1","MRGID_EEZ","habitat","total","all_mpas","world_area","global_fraction","LPHPI","GPHPI","Target_analysis"
"Monaco","MCO",21790,"knolls_seamounts",85.9149551391602,85.9149551391602,72900319,1.18092456653549e-06,1,1.18092456653549e-06,8.26647196574845e-07
"Bosnia and Herzegovina","BIH",22491,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Bajo Nuevo Bank",NA,48985,"knolls_seamounts",1171.05163574219,0,72900319,1.60964251577568e-05,0,0,-4.82892754732704e-06
"Oecusse",NA,21791,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Australia","AUS",8323,"knolls_seamounts",549665.6875,321119.4375,72900319,0.00755530527483805,0.584208628631199,0.0044138745335032,0.00214728295105178
"Protected Zone established under the Torres Strait Treaty","PNG",21798,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"High Seas",NA,NA,"knolls_seamounts",48828195,387520,72900319,0.671156900701248,0.00793639822237951,0.00532656843366313,-0.196020501776711
"Estonia","EST",5675,"mangroves",0,0,136251,0,NA,NA,NA
"Mayotte","MYT",48944,"mangroves",5,5,136251,3.66972589188934e-05,1,3.66972589188934e-05,2.56880812432254e-05
"Cameroon","CMR",8475,"mangroves",1891.45690917969,1420.57983398438,136251,0.0138822567860194,0.751050593375915,0.0104262771965367,0.00626160016073087
"Finland","FIN",5676,"mangroves",0,0,136251,0,NA,NA,NA
"Bassas da India","ATF",8340,"mangroves",0,0,136251,0,NA,NA,NA
"Faeroe","FRO",8435,"mangroves",0,0,136251,0,NA,NA,NA
"Gilbert Islands","KIR",8488,"mangroves",0,0,136251,0,NA,NA,NA
"Nigeria","NGA",8474,"mangroves",6873.41015625,375,136251,0.0504470624319316,0.0545580710993963,0.00275229441891701,-0.0123818243106625
"Pakistan","PAK",8359,"mangroves",637,325,136251,0.00467523078626702,0.510204081632653,0.00238532182972807,0.000982752593847966
"Syria","SYR",8373,"mangroves",0,0,136251,0,NA,NA,NA
"Philippines","PHL",8322,"mangroves",2731,1094,136251,0.0200440428214996,0.400585865983156,0.00802936025145388,0.002016147405004
"Bahrain","BHR",8358,"mangroves",0,0,136251,0,NA,NA,NA
"British Virgin Islands","VGB",8411,"mangroves",1,0,136251,7.33945178377868e-06,0,0,-2.20183553513361e-06
"Cuba","CUB",8406,"mangroves",3324,1712,136251,0.0243963377292803,0.515042117930205,0.0125651414538291,0.005246240135045
"Johnston Atoll","UMI",8452,"mangroves",0,0,136251,0,NA,NA,NA
"Guyana","GUY",8460,"mangroves",271.903167724609,146.209930419922,136251,0.00199562018937146,0.537727940588053,0.00107310073462665,0.000474414677815217
"Seychelles","SYC",8337,"mangroves",1,1,136251,7.33945178377868e-06,1,7.33945178377868e-06,5.13761624864508e-06
"Phoenix Group","KIR",8450,"mangroves",0,0,136251,0,NA,NA,NA
"Equatorial Guinea","GNQ",8398,"mangroves",239.379241943359,188.597930908203,136251,0.00175691240428078,0.787862512125543,0.00138420542042118,0.000857131699136947
"Vietnam","VNM",8484,"mangroves",1561.224609375,209,136251,0.0114585327441565,0.133869270792284,0.00153394542280974,-0.00190361440043721
"Matthew and Hunter Islands",NA,48948,"mangroves",0,0,136251,0,NA,NA,NA
"Panama","PAN",8423,"mangroves",1555,646,136251,0.0114128475237759,0.415434083601286,0.00474128585232103,0.00131743159518827
"Tromelin Island",NA,48946,"mangroves",0,0,136251,0,NA,NA,NA
"Gabon","GAB",8476,"mangroves",1741.75390625,899.822204589844,136251,0.0127835188141301,0.516618450724283,0.0066042016845606,0.00276914604032158
"Sao Tome and Principe","STP",8397,"mangroves",0,0,136251,0,NA,NA,NA
"North Korea","PRK",8328,"mangroves",0,0,136251,0,NA,NA,NA
"Saba","BES",26518,"mangroves",0,0,136251,0,NA,NA,NA
"Northern Mariana Islands","MNP",48980,"mangroves",0,0,136251,0,NA,NA,NA
"Kuril Islands",NA,48950,"mangroves",0,0,136251,0,NA,NA,NA
"Senegal","SEN",8371,"mangroves",1227.88122558594,734.06640625,136251,0.00901197505139508,0.597831769843786,0.00538764499476357,0.00268405247934505
"Jordan","JOR",8491,"mangroves",0,0,136251,0,NA,NA,NA
"Saudi Arabia","SAU",8356,"mangroves",64,14,136251,0.000469724914161836,0.21875,0.000102752324972902,-3.81651492756492e-05
"Serranilla Bank",NA,48984,"mangroves",0,0,136251,0,NA,NA,NA
"French Guiana","GUF",8462,"mangroves",527,367,136251,0.00386789109005137,0.696394686907021,0.00269357880464678,0.00153321147763137
"Senkaku Islands",NA,48954,"mangroves",0,0,136251,0,NA,NA,NA
"Hawaii",NA,8453,"mangroves",4,1,136251,2.93578071351147e-05,0.25,7.33945178377868e-06,-1.46789035675574e-06
"Iran","IRN",8469,"mangroves",71,71,136251,0.000521101076648287,1,0.000521101076648287,0.000364770753653801
"Crozet Islands","ATF",8385,"mangroves",0,0,136251,0,NA,NA,NA
"Georgia","GEO",5678,"mangroves",0,0,136251,0,NA,NA,NA
"Guinea-Bissau","GNB",8471,"mangroves",2593.89819335938,1097.27160644531,136251,0.0190377907221918,0.423020305598125,0.00805337204921473,0.00234203483255719
"Turks and Caicos Islands","TCA",8405,"mangroves",111,85,136251,0.000814679147999434,0.765765765765766,0.000623853401621188,0.000379449657221358
"Mauritania","MRT",8369,"mangroves",2.03451919555664,1.59496247768402,136251,1.49322555389602e-05,0.783950567371099,1.17061502018981e-05,7.22647354021e-06
"Micronesia","FSM",8316,"mangroves",81,0,136251,0.000594495594486073,0,0,-0.000178348678345822
"New Caledonia","NCL",8312,"mangroves",297,147,136251,0.00217981717978227,0.494949494949495,0.00107889941221547,0.000424954258280786
"Mexico","MEX",8429,"mangroves",9642.708984375,7177.8251953125,136251,0.0707721976558298,0.744378494357075,0.0526813019333879,0.031449642636639
"Portugal","PRT",5688,"mangroves",0,0,136251,0,NA,NA,NA
"Wallis and Futuna","WLF",8454,"mangroves",0,0,136251,0,NA,NA,NA
"Macquarie Island",NA,8311,"mangroves",0,0,136251,0,NA,NA,NA
"Saint Kitts and Nevis","KNA",8413,"mangroves",0,0,136251,0,NA,NA,NA
"United Arab Emirates","ARE",8360,"mangroves",75,13,136251,0.000550458883783401,0.173333333333333,9.54128731891229e-05,-6.97247919458975e-05
"Saint Helena","SHN",8380,"mangroves",0,0,136251,0,NA,NA,NA
"United Kingdom","GBR",5696,"mangroves",0,0,136251,0,NA,NA,NA
"Uruguay","URY",8467,"mangroves",0,0,136251,0,NA,NA,NA
"Thailand","THA",8332,"mangroves",2267.17553710938,162,136251,0.0166398255399768,0.0714545465705527,0.00118899118897215,-0.0038029564730209
"Latvia","LVA",5683,"mangroves",0,0,136251,0,NA,NA,NA
"Bulgaria","BGR",5672,"mangroves",0,0,136251,0,NA,NA,NA
"Suriname","SUR",8461,"mangroves",760,525,136251,0.0055779833556718,0.690789473684211,0.00385321218648381,0.00217981717978227
"Sudan","SDN",8355,"mangroves",7,0,136251,5.13761624864508e-05,0,0,-1.54128487459352e-05
"Togo","TGO",8392,"mangroves",0,0,136251,0,NA,NA,NA
"Cape Verde","CPV",8362,"mangroves",0,0,136251,0,NA,NA,NA
"Kenya","KEN",8349,"mangroves",534.049682617188,115.983612060547,136251,0.00391963189571116,0.217177569495318,0.000851256128426877,-0.000324633440286472
"Angola","AGO",8478,"mangroves",375.000518798828,1.00050485134125,136251,0.00275229822661599,0.00266800924581648,7.34315711585576e-06,-0.000818346310868941
"Easter Island",NA,21787,"mangroves",0,0,136251,0,NA,NA,NA
"Réunion","REU",8338,"mangroves",0,0,136251,0,NA,NA,NA
"Tuvalu","TUV",8326,"mangroves",0,0,136251,0,NA,NA,NA
"Norway","NOR",5686,"mangroves",0,0,136251,0,NA,NA,NA
"Puerto Rico","PRI",33179,"mangroves",95,52,136251,0.000697247919458975,0.547368421052632,0.000381651492756492,0.000172477116918799
"Jamaica","JAM",8459,"mangroves",92,45,136251,0.000675229564107639,0.489130434782609,0.000330275330270041,0.000127706461037749
"East Timor","TLS",8758,"mangroves",9,3,136251,6.60550660540082e-05,0.333333333333333,2.20183553513361e-05,2.20183553513361e-06
"Andaman and Nicobar",NA,8333,"mangroves",614,0,136251,0.00450642339524011,0,0,-0.00135192701857203
"Azores",NA,8361,"mangroves",0,0,136251,0,NA,NA,NA
"Myanmar","MMR",8482,"mangroves",5043.77734375,159,136251,0.0370185606225685,0.031523992667326,0.00116697283362081,-0.00993859535314973
"Federal Republic of Somalia","SOM",8350,"mangroves",20,0,136251,0.000146789035675574,0,0,-4.40367107026721e-05
"Romania","ROU",5689,"mangroves",0,0,136251,0,NA,NA,NA
"Canada","CAN",8493,"mangroves",0,0,136251,0,NA,NA,NA
"Algeria","DZA",8378,"mangroves",0,0,136251,0,NA,NA,NA
"South Africa","ZAF",8396,"mangroves",27,13,136251,0.000198165198162024,0.481481481481481,9.54128731891229e-05,3.59633137405156e-05
"Tonga","TON",8448,"mangroves",9,1,136251,6.60550660540082e-05,0.111111111111111,7.33945178377868e-06,-1.24770680324238e-05
"Djibouti","DJI",8352,"mangroves",4,0,136251,2.93578071351147e-05,0,0,-8.80734214053442e-06
"Sint-Maarten","SXM",21803,"mangroves",0,0,136251,0,NA,NA,NA
"Greece","GRC",5679,"mangroves",0,0,136251,0,NA,NA,NA
"Slovenia","SVN",5692,"mangroves",0,0,136251,0,NA,NA,NA
"Colombia","COL",8426,"mangroves",2254.841796875,1153.08728027344,136251,0.016549302648213,0.511382786087925,0.00846302849605541,0.00349823770159152
"Nicaragua","NIC",8425,"mangroves",761.58740234375,595.722778320312,136251,0.00558963401863521,0.78221196475546,0.00437227860798061,0.00269538840239004
"Turkey","TUR",5697,"mangroves",0,0,136251,0,NA,NA,NA
"Sri Lanka","LKA",8346,"mangroves",182,12,136251,0.00133578022464772,0.0659340659340659,8.80734214053442e-05,-0.000312660645988972
"New Zealand","NZL",8455,"mangroves",329,29,136251,0.00241467963686319,0.088145896656535,0.000212844101729582,-0.000511559789329374
"Cook Islands","COK",8446,"mangroves",0,0,136251,0,NA,NA,NA
"Brunei","BRN",26521,"mangroves",101.514381408691,65.5006561279297,136251,0.000745059907709207,0.645235238780877,0.000480738907456808,0.000257220935144046
"Abu musa, Greater and Lesser Tunb","ARE",48947,"mangroves",0,0,136251,0,NA,NA,NA
"Jersey","JEY",21789,"mangroves",0,0,136251,0,NA,NA,NA
"China","CHN",8486,"mangroves",155.223892211914,26,136251,0.0011392582725798,0.16749998746652,0.000190825746378246,-0.000150951735395695
"Amsterdam and Saint Paul Islands","ATF",8386,"mangroves",0,0,136251,0,NA,NA,NA
"Croatia","HRV",5673,"mangroves",0,0,136251,0,NA,NA,NA
"Iraq","IRQ",8470,"mangroves",0,0,136251,0,NA,NA,NA
"Chile","CHL",8465,"mangroves",0,0,136251,0,NA,NA,NA
"Netherlands","NLD",5668,"mangroves",0,0,136251,0,NA,NA,NA
"Ivory Coast","CIV",8473,"mangroves",48.9547576904297,9,136251,0.000359301083655478,0.183843214114395,6.60550660540082e-05,-4.17352590426351e-05
"Grenada","GRD",8419,"mangroves",2,1,136251,1.46789035675574e-05,0.5,7.33945178377868e-06,2.93578071351147e-06
"Falkland Islands","FLK",8389,"mangroves",0,0,136251,0,NA,NA,NA
"Norfolk Island","NFK",8310,"mangroves",0,0,136251,0,NA,NA,NA
"Guadeloupe","GLP",33177,"mangroves",44,41,136251,0.000322935878486262,0.931818181818182,0.000300917523134926,0.000204036759589047
"Bahamas","BHS",8404,"mangroves",955,630,136251,0.00700917645350864,0.659685863874346,0.00462385462378057,0.00252110168772798
"Qatar","QAT",8468,"mangroves",6,5,136251,4.40367107026721e-05,0.833333333333333,3.66972589188934e-05,2.34862457080918e-05
"United States","USA",8456,"mangroves",1906.00146484375,1729.00146484375,136251,0.0139890058510322,0.907135433385142,0.0126899228853034,0.00849322112999375
"Brazil","BRA",8464,"mangroves",10868,9552,136251,0.0797651619861067,0.878910563121089,0.070106443438654,0.046176894842822
"South Korea","KOR",8327,"mangroves",0,0,136251,0,NA,NA,NA
"Heard and McDonald Islands","HMD",8388,"mangroves",0,0,136251,0,NA,NA,NA
"Trinidade",NA,8381,"mangroves",0,0,136251,0,NA,NA,NA
"Wake Island","UMI",8319,"mangroves",0,0,136251,0,NA,NA,NA
"Western Sahara","ESH",8368,"mangroves",0,0,136251,0,NA,NA,NA
"Greenland","GRL",8438,"mangroves",0,0,136251,0,NA,NA,NA
"Galapagos",NA,8403,"mangroves",32,32,136251,0.000234862457080918,1,0.000234862457080918,0.000164403719956643
"Haiti","HTI",8408,"mangroves",149.072006225586,63.0720024108887,136251,0.00109410680200384,0.42309756209656,0.000462913920601091,0.000134681879999937
"Howland and Baker islands","UMI",8451,"mangroves",0,0,136251,0,NA,NA,NA
"Papua New Guinea","PNG",8324,"mangroves",4656.02783203125,220.027923583984,136251,0.034172691777125,0.0472565739556574,0.00161488433622959,-0.0086369231969079
"Alaska",NA,8463,"mangroves",0,0,136251,0,NA,NA,NA
"Saint-Barthélemy","BLM",48952,"mangroves",0,0,136251,0,NA,NA,NA
"Tanzania","TZA",8479,"mangroves",1110.95031738281,949.016418457031,136251,0.00815376628860476,0.854238397170393,0.00696526024527971,0.00451913035869829
"Sierra Leone","SLE",8390,"mangroves",1240,560,136251,0.00910092021188557,0.451612903225806,0.00411009299891606,0.00137981693535039
"Bangladesh","BGD",8481,"mangroves",4098.7763671875,3756.9990234375,136251,0.0300827715194642,0.916614786186903,0.0275743131842231,0.0185494817283839
"Fiji","FJI",8325,"mangroves",508,174,136251,0.00372844150615957,0.34251968503937,0.00127706461037749,0.00015853215852962
"Israel","ISR",8375,"mangroves",0,0,136251,0,NA,NA,NA
"El Salvador","SLV",8428,"mangroves",377.769470214844,299.596282958984,136251,0.00277262081202547,0.793066424315862,0.00219887247337678,0.00136708622976914
"French Polynesia","PYF",8440,"mangroves",0,0,136251,0,NA,NA,NA
"Cayman Islands","CYM",8407,"mangroves",39,8,136251,0.000286238619567369,0.205128205128205,5.87156142702295e-05,-2.71559715999811e-05
"Maldives","MDV",8345,"mangroves",0,0,136251,0,NA,NA,NA
"Tunisia","TUN",8366,"mangroves",0,0,136251,0,NA,NA,NA
"Nauru","NRU",8317,"mangroves",0,0,136251,0,NA,NA,NA
"Trinidad and Tobago","TTO",8420,"mangroves",54,32,136251,0.000396330396324049,0.592592592592593,0.000234862457080918,0.000115963338183703
"Cocos Islands","CCK",8308,"mangroves",0,0,136251,0,NA,NA,NA
"Martinique","MTQ",33178,"mangroves",15,15,136251,0.00011009177675668,1,0.00011009177675668,7.70642437296762e-05
"Costa Rica","CRI",8424,"mangroves",377,197,136251,0.00276697332248456,0.522546419098143,0.0014458720014044,0.000615780004659032
"Kuwait","KWT",8357,"mangroves",0,0,136251,0,NA,NA,NA
"South Georgia and the South Sandwich Islands","SGS",8383,"mangroves",0,0,136251,0,NA,NA,NA
"Guernsey","GGY",21788,"mangroves",0,0,136251,0,NA,NA,NA
"Indonesia","IDN",8492,"mangroves",26677.90625,6634.25146484375,136251,0.195801206614043,0.248679615359386,0.0486917687476838,-0.0100485932365291
"Ireland","IRL",5681,"mangroves",0,0,136251,0,NA,NA,NA
"Marshall Islands","MHL",8318,"mangroves",0,0,136251,0,NA,NA,NA
"Antarctica","ATA",8489,"mangroves",0,0,136251,0,NA,NA,NA
"Malta","MLT",5685,"mangroves",0,0,136251,0,NA,NA,NA
"Glorioso Islands",NA,48945,"mangroves",0,0,136251,0,NA,NA,NA
"Cambodia","KHM",8331,"mangroves",591.551574707031,387,136251,0.00434166426018061,0.654211765375933,0.00284036784032235,0.00153786856226817
"Republic of Mauritius","MUS",8343,"mangroves",11,1,136251,8.07339696215655e-05,0.0909090909090909,7.33945178377868e-06,-1.6880739102691e-05
"Guam","GUM",48957,"mangroves",0,0,136251,0,NA,NA,NA
"Saint Lucia","LCA",8416,"mangroves",0,0,136251,0,NA,NA,NA
"Solomon Islands","SLB",8314,"mangroves",531,57,136251,0.00389724889718648,0.107344632768362,0.000418348751675385,-0.000750825917480559
"Eritrea","ERI",8351,"mangroves",72,0,136251,0.000528440528432065,0,0,-0.00015853215852962
"Ecuador","ECU",8431,"mangroves",1373.54028320312,710.9541015625,136251,0.010081032681647,0.517607026351308,0.00521801334889766,0.00219370354440356
"Morocco","MAR",8367,"mangroves",0,0,136251,0,NA,NA,NA
"Comores","COM",8334,"mangroves",0,0,136251,0,NA,NA,NA
"Jan Mayen","SJM",8437,"mangroves",0,0,136251,0,NA,NA,NA
"Malaysia","MYS",8483,"mangroves",5070.59912109375,883.220031738281,136251,0.0372154177641381,0.17418455110444,0.00648235083741059,-0.00468227449183085
"Prince Edward Islands",NA,8384,"mangroves",0,0,136251,0,NA,NA,NA
"Madeira",NA,8363,"mangroves",0,0,136251,0,NA,NA,NA
"France","FRA",5677,"mangroves",0,0,136251,0,NA,NA,NA
"Europa Island","ATF",8341,"mangroves",0,0,136251,0,NA,NA,NA
"Guinea","GIN",8472,"mangroves",2264.09887695312,569.728393554688,136251,0.0166172445411049,0.251635827107247,0.00418149407434432,-0.000803679287987149
"Dominican Republic","DOM",8409,"mangroves",187.927993774414,157.927993774414,136251,0.00137928844912957,0.840364389586303,0.00115910489561621,0.00074531836087734
"Bermuda","BMU",8402,"mangroves",0,0,136251,0,NA,NA,NA
"Antigua and Barbuda","ATG",8414,"mangroves",6,3,136251,4.40367107026721e-05,0.5,2.20183553513361e-05,8.80734214053442e-06
"Svalbard","SJM",33181,"mangroves",0,0,136251,0,NA,NA,NA
"Yemen","YEM",8353,"mangroves",17,2,136251,0.000124770680324238,0.117647058823529,1.46789035675574e-05,-2.27523005297139e-05
"Mozambique","MOZ",8347,"mangroves",3014,1668,136251,0.022121107676309,0.553417385534174,0.0122422055753428,0.00560587327245016
"Collectivity of Saint Martin","MAF",8495,"mangroves",0,0,136251,0,NA,NA,NA
"Saint Vincent and the Grenadines","VCT",8421,"mangroves",2,1,136251,1.46789035675574e-05,0.5,7.33945178377868e-06,2.93578071351147e-06
"Jarvis Island","UMI",8442,"mangroves",0,0,136251,0,NA,NA,NA
"Kerguélen","ATF",8387,"mangroves",0,0,136251,0,NA,NA,NA
"Liberia","LBR",8391,"mangroves",196.04524230957,68,136251,0.0014388646033703,0.346858710769542,0.000499082721296951,6.74233402858612e-05
"Venezuela","VEN",8433,"mangroves",2782.68505859375,1860.7900390625,136251,0.0204233828169902,0.668703069115146,0.0136571787714349,0.00753016392633781
"Dominica","DMA",8417,"mangroves",0,0,136251,0,NA,NA,NA
"Christmas Island","CXR",8309,"mangroves",0,0,136251,0,NA,NA,NA
"United States Virgin Islands","VIR",33180,"mangroves",0,0,136251,0,NA,NA,NA
"Navassa Island",NA,48951,"mangroves",0,0,136251,0,NA,NA,NA
"Lithuania","LTU",5684,"mangroves",0,0,136251,0,NA,NA,NA
"Taiwan","TWN",8321,"mangroves",3,2,136251,2.20183553513361e-05,0.666666666666667,1.46789035675574e-05,8.07339696215655e-06
"Sint-Eustatius","BES",26526,"mangroves",0,0,136251,0,NA,NA,NA
"Montenegro","MNE",5691,"mangroves",0,0,136251,0,NA,NA,NA
"Denmark","DNK",5674,"mangroves",0,0,136251,0,NA,NA,NA
"Palau","PLW",8315,"mangroves",53,45,136251,0.00038899094454027,0.849056603773585,0.000330275330270041,0.00021357804690796
"Chagos Archipelago",NA,62589,"mangroves",0,0,136251,0,NA,NA,NA
"Juan de Nova Island","ATF",8339,"mangroves",0,0,136251,0,NA,NA,NA
"Benin","BEN",8393,"mangroves",1,0,136251,7.33945178377868e-06,0,0,-2.20183553513361e-06
"Vanuatu","VUT",8313,"mangroves",14,0,136251,0.000102752324972902,0,0,-3.08256974918705e-05
"Tristan Da Cunha","SHN",8382,"mangroves",0,0,136251,0,NA,NA,NA
"Lebanon","LBN",8374,"mangroves",0,0,136251,0,NA,NA,NA
"Ukraine","UKR",5695,"mangroves",0,0,136251,0,NA,NA,NA
"Niue","NIU",8447,"mangroves",0,0,136251,0,NA,NA,NA
"Line Group","KIR",8441,"mangroves",0,0,136251,0,NA,NA,NA
"India","IND",8480,"mangroves",2879.22387695312,793.000915527344,136251,0.0211319248196018,0.2754217627448,0.00582019198400529,-0.000519385461875231
"Poland","POL",5687,"mangroves",0,0,136251,0,NA,NA,NA
"Germany","DEU",5669,"mangroves",0,0,136251,0,NA,NA,NA
"Argentina","ARG",8466,"mangroves",0,0,136251,0,NA,NA,NA
"Hala'ib Triangle","SDN",26582,"mangroves",2,2,136251,1.46789035675574e-05,1,1.46789035675574e-05,1.02752324972902e-05
"Singapore","SGP",8485,"mangroves",8,1,136251,5.87156142702295e-05,0.125,7.33945178377868e-06,-1.02752324972902e-05
"Cyprus","CYP",8376,"mangroves",0,0,136251,0,NA,NA,NA
"Ascension","SHN",8379,"mangroves",0,0,136251,0,NA,NA,NA
"Belize","BLZ",8457,"mangroves",485.289886474609,155.173568725586,136251,0.00356176172293582,0.319754384029812,0.00113888892577831,7.0360408897559e-05
"Montserrat","MSR",8415,"mangroves",0,0,136251,0,NA,NA,NA
"Japan","JPN",8487,"mangroves",10,10,136251,7.33945178377868e-05,1,7.33945178377868e-05,5.13761624864508e-05
"Aruba","ABW",26519,"mangroves",0,0,136251,0,NA,NA,NA
"Honduras","HND",8427,"mangroves",597.932556152344,426.680938720703,136251,0.00438849716583167,0.713593756236266,0.00313160417679803,0.00181505502704853
"Canary Islands",NA,8364,"mangroves",0,0,136251,0,NA,NA,NA
"Samoa","WSM",8445,"mangroves",4,2,136251,2.93578071351147e-05,0.5,1.46789035675574e-05,5.87156142702295e-06
"Tokelau","TKL",8449,"mangroves",0,0,136251,0,NA,NA,NA
"Curaçao","CUW",26517,"mangroves",1,0,136251,7.33945178377868e-06,0,0,-2.20183553513361e-06
"Namibia","NAM",8395,"mangroves",0,0,136251,0,NA,NA,NA
"Barbados","BRB",8418,"mangroves",0,0,136251,0,NA,NA,NA
"Peru","PER",8432,"mangroves",47.9867248535156,19.9586124420166,136251,0.000352196253323832,0.415919454868869,0.000146485273689306,4.08263976921566e-05
"Sweden","SWE",5694,"mangroves",0,0,136251,0,NA,NA,NA
"Egypt","EGY",8490,"mangroves",1,0,136251,7.33945178377868e-06,0,0,-2.20183553513361e-06
"American Samoa","ASM",8444,"mangroves",0,0,136251,0,NA,NA,NA
"Russia","RUS",5690,"mangroves",0,0,136251,0,NA,NA,NA
"Palmyra Atoll","UMI",8443,"mangroves",0,0,136251,0,NA,NA,NA
"Madagascar","MDG",8348,"mangroves",2558,476,136251,0.0187743176629059,0.18608287724785,0.00349357904907865,-0.00213871624979311
"Bonaire","BES",26520,"mangroves",3,3,136251,2.20183553513361e-05,1,2.20183553513361e-05,1.54128487459352e-05
"Albania","ALB",5670,"mangroves",0,0,136251,0,NA,NA,NA
"Guatemala","GTM",8430,"mangroves",250.710540771484,112,136251,0.00184007792567739,0.446730319576332,0.000822018599783213,0.000269995222079997
"Clipperton Island",NA,8401,"mangroves",0,0,136251,0,NA,NA,NA
"Gambia","GMB",8370,"mangroves",591.087219238281,260.338653564453,136251,0.00433825614560718,0.44044033619936,0.00191074299529017,0.00060926615160801
"Democratic Republic of the Congo","COD",8477,"mangroves",264.999481201172,259.999481201172,136251,0.00194495091500237,0.981132038533297,0.00190825365608347,0.00132476838158276
"Iceland","ISL",5680,"mangroves",0,0,136251,0,NA,NA,NA
"Pitcairn","PCN",8439,"mangroves",0,0,136251,0,NA,NA,NA
"Ghana","GHA",8400,"mangroves",219,105,136251,0.00160733994064753,0.479452054794521,0.000770642437296762,0.000288440455102502
"Anguilla","AIA",8412,"mangroves",0,0,136251,0,NA,NA,NA
"Libya","LBY",8372,"mangroves",0,0,136251,0,NA,NA,NA
"Islas San Félix and San Ambrosio","CHL",22756,"mangroves",0,0,136251,0,NA,NA,NA
"Bouvet","BVT",NA,"mangroves",0,0,136251,0,NA,NA,NA
"Spain","ESP",5693,"mangroves",0,0,136251,0,NA,NA,NA
"Colombian Exclusive Economic Zone (Quitasueño)",NA,62598,"mangroves",0,0,136251,0,NA,NA,NA
"Saint-Pierre and Miquelon","SPM",8494,"mangroves",0,0,136251,0,NA,NA,NA
"Serrana Bank",NA,62596,"mangroves",0,0,136251,0,NA,NA,NA
"Italy","ITA",5682,"mangroves",0,0,136251,0,NA,NA,NA
"Belgium","BEL",3293,"mangroves",0,0,136251,0,NA,NA,NA
"Oman","OMN",8354,"mangroves",1,1,136251,7.33945178377868e-06,1,7.33945178377868e-06,5.13761624864508e-06
"Monaco","MCO",21790,"mangroves",0,0,136251,0,NA,NA,NA
"Bosnia and Herzegovina","BIH",22491,"mangroves",0,0,136251,0,NA,NA,NA
"Bajo Nuevo Bank",NA,48985,"mangroves",0,0,136251,0,NA,NA,NA
"Oecusse",NA,21791,"mangroves",1,1,136251,7.33945178377868e-06,1,7.33945178377868e-06,5.13761624864508e-06
"Australia","AUS",8323,"mangroves",9688,4749,136251,0.0711046088812479,0.490194054500413,0.034855056521165,0.0135236738567906
"Protected Zone established under the Torres Strait Treaty","PNG",21798,"mangroves",110,0,136251,0.000807339696215655,0,0,-0.000242201908864697
"Estonia","EST",5675,"saltmarshes",228,196,224557,0.00101533694965722,0.859649122807018,0.000872833518126381,0.000568232433229215
"Mayotte","MYT",48944,"saltmarshes",0,0,224557,0,NA,NA,NA
"Cameroon","CMR",8475,"saltmarshes",0,0,224557,0,NA,NA,NA
"Finland","FIN",5676,"saltmarshes",131,88,224557,0.000583373422829367,0.67175572519084,0.000391884436709804,0.000216872409860994
"Bassas da India","ATF",8340,"saltmarshes",0,0,224557,0,NA,NA,NA
"Faeroe","FRO",8435,"saltmarshes",0,0,224557,0,NA,NA,NA
"Gilbert Islands","KIR",8488,"saltmarshes",0,0,224557,0,NA,NA,NA
"Nigeria","NGA",8474,"saltmarshes",0,0,224557,0,NA,NA,NA
"Pakistan","PAK",8359,"saltmarshes",3521.26708984375,3521.26708984375,224557,0.0156810201137294,1,0.0156810201137294,0.0109767140796106
"Syria","SYR",8373,"saltmarshes",0,0,224557,0,NA,NA,NA
"Philippines","PHL",8322,"saltmarshes",2,0,224557,8.90646447067736e-06,0,0,-2.67193934120321e-06
"Bahrain","BHR",8358,"saltmarshes",18.5230712890625,15.5230722427368,224557,8.24875381619295e-05,0.838039869333271,6.91278457028466e-05,4.43815842542677e-05
"British Virgin Islands","VGB",8411,"saltmarshes",0,0,224557,0,NA,NA,NA
"Cuba","CUB",8406,"saltmarshes",7013,6298,224557,0.0312305176664301,0.898046485099102,0.028046456618163,0.0186773013182339
"Johnston Atoll","UMI",8452,"saltmarshes",0,0,224557,0,NA,NA,NA
"Guyana","GUY",8460,"saltmarshes",0,0,224557,0,NA,NA,NA
"Seychelles","SYC",8337,"saltmarshes",0,0,224557,0,NA,NA,NA
"Phoenix Group","KIR",8450,"saltmarshes",0,0,224557,0,NA,NA,NA
"Equatorial Guinea","GNQ",8398,"saltmarshes",0,0,224557,0,NA,NA,NA
"Vietnam","VNM",8484,"saltmarshes",298.570495605469,0,224557,0.00132960375555132,0,0,-0.000398881126665396
"Matthew and Hunter Islands",NA,48948,"saltmarshes",0,0,224557,0,NA,NA,NA
"Panama","PAN",8423,"saltmarshes",223,91,224557,0.000993070788480525,0.408071748878924,0.00040524413341582,0.000107322896871662
"Tromelin Island",NA,48946,"saltmarshes",0,0,224557,0,NA,NA,NA
"Gabon","GAB",8476,"saltmarshes",0,0,224557,0,NA,NA,NA
"Sao Tome and Principe","STP",8397,"saltmarshes",0,0,224557,0,NA,NA,NA
"North Korea","PRK",8328,"saltmarshes",6.53608226776123,0,224557,2.91066922476198e-05,0,0,-8.73200767428595e-06
"Saba","BES",26518,"saltmarshes",0,0,224557,0,NA,NA,NA
