"UNION","ISO_TER1","MRGID_EEZ","habitat","total","all_mpas","world_area","global_fraction","LPHPI","GPHPI","Target_analysis"
"Matthew and Hunter Islands",NA,48948,"coralreefs",0,0,149750,0,NA,NA,NA
"Panama","PAN",8423,"coralreefs",626,73,149750,0.00419620731108695,0.116613418530351,0.000489334079407903,-0.000769528113918182
"Tromelin Island",NA,48946,"coralreefs",7,0,149750,4.69224459706208e-05,0,0,-1.40767337911863e-05
"Gabon","GAB",8476,"coralreefs",0,0,149750,0,NA,NA,NA
"Sao Tome and Principe","STP",8397,"coralreefs",0,0,149750,0,NA,NA,NA
"North Korea","PRK",8328,"coralreefs",0,0,149750,0,NA,NA,NA
"Saba","BES",26518,"coralreefs",161.065536499023,161.065536499023,149750,0.00107965556201492,1,0.00107965556201492,0.000755758893410447
"Northern Mariana Islands","MNP",48980,"coralreefs",78,10,149750,0.000522850112244061,0.128205128205128,6.70320656723155e-05,-8.98229680009028e-05
"Kuril Islands",NA,48950,"coralreefs",0,0,149750,0,NA,NA,NA
"Senegal","SEN",8371,"coralreefs",0,0,149750,0,NA,NA,NA
"Jordan","JOR",8491,"coralreefs",5,0,149750,3.35160328361578e-05,0,0,-1.00548098508473e-05
"Saudi Arabia","SAU",8356,"coralreefs",3399.51904296875,432.662506103516,149750,0.0227876783742568,0.127271681856995,0.00290022615230795,-0.0039360773599691
"Serranilla Bank",NA,48984,"coralreefs",0,0,149750,0,NA,NA,NA
"French Guiana","GUF",8462,"coralreefs",0,0,149750,0,NA,NA,NA
"Senkaku Islands",NA,48954,"coralreefs",9,0,149750,6.03288591050839e-05,0,0,-1.80986577315252e-05
"Hawaii",NA,8453,"coralreefs",3331,3003,149750,0.0223283810754483,0.901531071750225,0.0201297293213963,0.0134312149987619
"Iran","IRN",8469,"coralreefs",124,1,149750,0.000831197614336712,0.00806451612903226,6.70320656723155e-06,-0.000242656077733782
"Crozet Islands","ATF",8385,"coralreefs",0,0,149750,0,NA,NA,NA
"Georgia","GEO",5678,"coralreefs",0,0,149750,0,NA,NA,NA
"Guinea-Bissau","GNB",8471,"coralreefs",0,0,149750,0,NA,NA,NA
"Turks and Caicos Islands","TCA",8405,"coralreefs",187,15,149750,0.0012534996280723,0.0802139037433155,0.000100548098508473,-0.000275501789913217
"Mauritania","MRT",8369,"coralreefs",0,0,149750,0,NA,NA,NA
"Micronesia","FSM",8316,"coralreefs",3168,60,149750,0.0212357584049895,0.0189393939393939,0.000402192394033893,-0.00596853512746297
"New Caledonia","NCL",8312,"coralreefs",4507,3772,149750,0.0302113519985126,0.836920346128245,0.0252844951715974,0.0162210895720436
"Mexico","MEX",8429,"coralreefs",1574.9189453125,1104.9189453125,149750,0.0105570070170761,0.701571943496596,0.00740649993047731,0.00423939782535447
"Portugal","PRT",5688,"coralreefs",0,0,149750,0,NA,NA,NA
"Wallis and Futuna","WLF",8454,"coralreefs",412.400207519531,0,149750,0.00276440377937257,0,0,-0.000829321133811772
"Macquarie Island",NA,8311,"coralreefs",0,0,149750,0,NA,NA,NA
"Saint Kitts and Nevis","KNA",8413,"coralreefs",40,40,149750,0.000268128262689262,1,0.000268128262689262,0.000187689783882483
"United Arab Emirates","ARE",8360,"coralreefs",132,63,149750,0.000884823266874565,0.477272727272727,0.000422302013735588,0.000156855033673218
"Saint Helena","SHN",8380,"coralreefs",0,0,149750,0,NA,NA,NA
"United Kingdom","GBR",5696,"coralreefs",0,0,149750,0,NA,NA,NA
"Uruguay","URY",8467,"coralreefs",0,0,149750,0,NA,NA,NA
"Thailand","THA",8332,"coralreefs",188,113,149750,0.00126020283463953,0.601063829787234,0.000757462342097165,0.000379401491705306
"Latvia","LVA",5683,"coralreefs",0,0,149750,0,NA,NA,NA
"Bulgaria","BGR",5672,"coralreefs",0,0,149750,0,NA,NA,NA
"Suriname","SUR",8461,"coralreefs",0,0,149750,0,NA,NA,NA
"Sudan","SDN",8355,"coralreefs",612.460754394531,231,149750,0.00410545095102901,0.377167023915455,0.00154844071703049,0.000316805431721785
"Togo","TGO",8392,"coralreefs",0,0,149750,0,NA,NA,NA
"Cape Verde","CPV",8362,"coralreefs",0,0,149750,0,NA,NA,NA
"Kenya","KEN",8349,"coralreefs",413.986389160156,178.527389526367,149750,0.00277503628256283,0.431239756187495,0.00119670596990385,0.000364195085134998
"Angola","AGO",8478,"coralreefs",0,0,149750,0,NA,NA,NA
"Easter Island",NA,21787,"coralreefs",0,0,149750,0,NA,NA,NA
"Réunion","REU",8338,"coralreefs",11,9,149750,7.37352722395471e-05,0.818181818181818,6.0328859105084e-05,3.82082774332198e-05
"Tuvalu","TUV",8326,"coralreefs",873.599792480469,70,149750,0.0058559198660872,0.0801282241622842,0.000469224459706209,-0.00128755150011995
"Norway","NOR",5686,"coralreefs",0,0,149750,0,NA,NA,NA
"Puerto Rico","PRI",33179,"coralreefs",166,36,149750,0.00111273229016044,0.216867469879518,0.000241315436420336,-9.25042506277954e-05
"Jamaica","JAM",8459,"coralreefs",416.528747558594,75,149750,0.0027920782360755,0.180059600782896,0.000502740492542366,-0.000334882978280284
"East Timor","TLS",8758,"coralreefs",39,11,149750,0.00026142505612203,0.282051282051282,7.37352722395471e-05,-4.69224459706208e-06
"Andaman and Nicobar",NA,8333,"coralreefs",779,0,149750,0.00522179791587338,0,0,-0.00156653937476201
"Azores",NA,8361,"coralreefs",0,0,149750,0,NA,NA,NA
"Myanmar","MMR",8482,"coralreefs",588,38,149750,0.00394148546153215,0.0646258503401361,0.000254721849554799,-0.000927723788904846
"Federal Republic of Somalia","SOM",8350,"coralreefs",401.802459716797,0,149750,0.00269336488670342,0,0,-0.000808009466011027
"Romania","ROU",5689,"coralreefs",0,0,149750,0,NA,NA,NA
"Canada","CAN",8493,"coralreefs",0,0,149750,0,NA,NA,NA
"Algeria","DZA",8378,"coralreefs",0,0,149750,0,NA,NA,NA
"South Africa","ZAF",8396,"coralreefs",3,3,149750,2.01096197016946e-05,1,2.01096197016946e-05,1.40767337911863e-05
"Tonga","TON",8448,"coralreefs",1002,190,149750,0.00671661298036601,0.189620758483034,0.00127360924777399,-0.00074137464633581
"Djibouti","DJI",8352,"coralreefs",242.608963012695,12,149750,0.00162625799413593,0.0494623110827611,8.04384788067786e-05,-0.000407438919434001
"Sint-Maarten","SXM",21803,"coralreefs",2,0,149750,1.34064131344631e-05,0,0,-4.02192394033893e-06
"Greece","GRC",5679,"coralreefs",0,0,149750,0,NA,NA,NA
"Slovenia","SVN",5692,"coralreefs",0,0,149750,0,NA,NA,NA
"Colombia","COL",8426,"coralreefs",534,436,149750,0.00357951230690165,0.816479400749064,0.00292259806331296,0.00184874437124246
"Nicaragua","NIC",8425,"coralreefs",449.953094482422,272,149750,0.00301612853788073,0.604507454966789,0.00182327218628698,0.000918433624922763
"Turkey","TUR",5697,"coralreefs",0,0,149750,0,NA,NA,NA
"Sri Lanka","LKA",8346,"coralreefs",102.594062805176,2,149750,0.000687709195554622,0.0194943054726077,1.34064131344631e-05,-0.000192906345531923
"New Zealand","NZL",8455,"coralreefs",0,0,149750,0,NA,NA,NA
"Cook Islands","COK",8446,"coralreefs",251,113,149750,0.00168250484837512,0.450199203187251,0.000757462342097165,0.000252710887584629
"Brunei","BRN",26521,"coralreefs",66,0,149750,0.000442411633437282,0,0,-0.000132723490031185
"Abu musa, Greater and Lesser Tunb","ARE",48947,"coralreefs",1,0,149750,6.70320656723155e-06,0,0,-2.01096197016946e-06
"Jersey","JEY",21789,"coralreefs",0,0,149750,0,NA,NA,NA
"China","CHN",8486,"coralreefs",582.115661621094,0,149750,0.00390204152586686,0,0,-0.00117061245776006
"Amsterdam and Saint Paul Islands","ATF",8386,"coralreefs",0,0,149750,0,NA,NA,NA
"Croatia","HRV",5673,"coralreefs",0,0,149750,0,NA,NA,NA
"Iraq","IRQ",8470,"coralreefs",0,0,149750,0,NA,NA,NA
"Chile","CHL",8465,"coralreefs",0,0,149750,0,NA,NA,NA
"Netherlands","NLD",5668,"coralreefs",0,0,149750,0,NA,NA,NA
"Ivory Coast","CIV",8473,"coralreefs",0,0,149750,0,NA,NA,NA
"Grenada","GRD",8419,"coralreefs",45.161304473877,3,149750,0.000302725552734036,0.0664285506131762,2.01096197016946e-05,-7.07080461185161e-05
"Falkland Islands","FLK",8389,"coralreefs",0,0,149750,0,NA,NA,NA
"Norfolk Island","NFK",8310,"coralreefs",0,0,149750,0,NA,NA,NA
"Guadeloupe","GLP",33177,"coralreefs",108,106,149750,0.000723946309261007,0.981481481481482,0.000710539896126544,0.000493356003348242
"Bahamas","BHS",8404,"coralreefs",2202,365,149750,0.0147604608610439,0.165758401453224,0.00244667039703952,-0.00198146786127365
"Qatar","QAT",8468,"coralreefs",150.728729248047,1.0128310918808,149750,0.00101036580776597,0.00671956233515399,6.78921602659168e-06,-0.000296320526303201
"United States","USA",8456,"coralreefs",749,575,149750,0.00502070171885643,0.767690253671562,0.00385434377615814,0.00234813326050121
"Brazil","BRA",8464,"coralreefs",683,626,149750,0.00457829008541915,0.916544655929722,0.00419620731108695,0.00282272028546121
"South Korea","KOR",8327,"coralreefs",0,0,149750,0,NA,NA,NA
"Heard and McDonald Islands","HMD",8388,"coralreefs",0,0,149750,0,NA,NA,NA
"Trinidade",NA,8381,"coralreefs",13,12,149750,8.71416853740101e-05,0.923076923076923,8.04384788067786e-05,5.42959731945756e-05
"Wake Island","UMI",8319,"coralreefs",11,11,149750,7.37352722395471e-05,1,7.37352722395471e-05,5.16146905676829e-05
"Western Sahara","ESH",8368,"coralreefs",0,0,149750,0,NA,NA,NA
"Greenland","GRL",8438,"coralreefs",0,0,149750,0,NA,NA,NA
"Galapagos",NA,8403,"coralreefs",123,123,149750,0.000824494407769481,1,0.000824494407769481,0.000577146085438636
"Haiti","HTI",8408,"coralreefs",324,123,149750,0.00217183892778302,0.37962962962963,0.000824494407769481,0.000172942729434574
"Howland and Baker islands","UMI",8451,"coralreefs",5,5,149750,3.35160328361578e-05,1,3.35160328361578e-05,2.34612229853104e-05
"Papua New Guinea","PNG",8324,"coralreefs",7361.25439453125,306.883178710938,149750,0.049344008800484,0.0416889788429163,0.00205710133890805,-0.0127461013012371
"Alaska",NA,8463,"coralreefs",0,0,149750,0,NA,NA,NA
"Saint-Barthélemy","BLM",48952,"coralreefs",12,12,149750,8.04384788067786e-05,1,8.04384788067786e-05,5.6306935164745e-05
"Tanzania","TZA",8479,"coralreefs",1765.47265625,849.472595214844,149750,0.0118343279036427,0.481158737977392,0.00569419027892737,0.00214389190783455
"Sierra Leone","SLE",8390,"coralreefs",0,0,149750,0,NA,NA,NA
"Bangladesh","BGD",8481,"coralreefs",6,0,149750,4.02192394033893e-05,0,0,-1.20657718210168e-05
"Fiji","FJI",8325,"coralreefs",3341,1202,149750,0.0223954131411206,0.359772523196648,0.00805725429381232,0.00133863035147614
"Israel","ISR",8375,"coralreefs",1.82705211639404,1,149750,1.22471077452868e-05,0.547329761984923,6.70320656723155e-06,3.0290742436455e-06
"El Salvador","SLV",8428,"coralreefs",0,0,149750,0,NA,NA,NA
"French Polynesia","PYF",8440,"coralreefs",3024,16,149750,0.0202704966593082,0.00529100529100529,0.000107251305075705,-0.00597389769271676
"Cayman Islands","CYM",8407,"coralreefs",134,48,149750,0.000898229680009028,0.358208955223881,0.000321753915227114,5.22850112244061e-05
"Maldives","MDV",8345,"coralreefs",2720,117,149750,0.0182327218628698,0.0430147058823529,0.000784275168366091,-0.00468554139049485
"Tunisia","TUN",8366,"coralreefs",0,0,149750,0,NA,NA,NA
"Nauru","NRU",8317,"coralreefs",4,0,149750,2.68128262689262e-05,0,0,-8.04384788067786e-06
"Trinidad and Tobago","TTO",8420,"coralreefs",28,4,149750,0.000187689783882483,0.142857142857143,2.68128262689262e-05,-2.94941088958188e-05
"Cocos Islands","CCK",8308,"coralreefs",108,6,149750,0.000723946309261007,0.0555555555555556,4.02192394033893e-05,-0.000176964653374913
"Martinique","MTQ",33178,"coralreefs",64,64,149750,0.000429005220302819,1,0.000429005220302819,0.000300303654211973
"Costa Rica","CRI",8424,"coralreefs",75,28,149750,0.000502740492542366,0.373333333333333,0.000187689783882483,3.68676361197736e-05
"Kuwait","KWT",8357,"coralreefs",71,0,149750,0.00047592766627344,0,0,-0.000142778299882032
"South Georgia and the South Sandwich Islands","SGS",8383,"coralreefs",0,0,149750,0,NA,NA,NA
"Guernsey","GGY",21788,"coralreefs",0,0,149750,0,NA,NA,NA
"Indonesia","IDN",8492,"coralreefs",19995.560546875,6810,149750,0.134034372773289,0.340575598470246,0.0456488367228469,0.00543852489086028
"Ireland","IRL",5681,"coralreefs",0,0,149750,0,NA,NA,NA
"Marshall Islands","MHL",8318,"coralreefs",2020,378,149750,0.0135404772658077,0.187128712871287,0.00253381208241353,-0.00152833109732879
"Antarctica","ATA",8489,"coralreefs",0,0,149750,0,NA,NA,NA
"Malta","MLT",5685,"coralreefs",0,0,149750,0,NA,NA,NA
"Glorioso Islands",NA,48945,"coralreefs",165,165,149750,0.00110602908359321,1,0.00110602908359321,0.000774220358515244
"Cambodia","KHM",8331,"coralreefs",42,5,149750,0.000281534675823725,0.119047619047619,3.35160328361578e-05,-5.09443699109598e-05
"Republic of Mauritius","MUS",8343,"coralreefs",732,37,149750,0.00490674720721349,0.0505464480874317,0.000248018642987567,-0.00122400551917648
"Guam","GUM",48957,"coralreefs",141,10,149750,0.000945152125979649,0.0709219858156028,6.70320656723155e-05,-0.000216513572121579
"Saint Lucia","LCA",8416,"coralreefs",27,2,149750,0.000180986577315252,0.0740740740740741,1.34064131344631e-05,-4.08895600601125e-05
"Solomon Islands","SLB",8314,"coralreefs",2757.8232421875,190,149750,0.0184862588682951,0.0688949157775944,0.00127360924777399,-0.00427226841271452
"Eritrea","ERI",8351,"coralreefs",1584,0,149750,0.0106178792024948,0,0,-0.00318536376074843
"Ecuador","ECU",8431,"coralreefs",0,0,149750,0,NA,NA,NA
"Morocco","MAR",8367,"coralreefs",0,0,149750,0,NA,NA,NA
"Comores","COM",8334,"coralreefs",241,138,149750,0.0016154727827028,0.572614107883817,0.000925042506277954,0.000440400671467113
"Jan Mayen","SJM",8437,"coralreefs",0,0,149750,0,NA,NA,NA
"Malaysia","MYS",8483,"coralreefs",2150.71020507812,679,149750,0.0144166547708916,0.315709665763797,0.00455147725915022,0.000226480827882752
"Prince Edward Islands",NA,8384,"coralreefs",0,0,149750,0,NA,NA,NA
"Madeira",NA,8363,"coralreefs",0,0,149750,0,NA,NA,NA
"France","FRA",5677,"coralreefs",0,0,149750,0,NA,NA,NA
"Europa Island","ATF",8341,"coralreefs",14,14,149750,9.38448919412417e-05,1,9.38448919412417e-05,6.56914243588692e-05
"Guinea","GIN",8472,"coralreefs",0,0,149750,0,NA,NA,NA
"Dominican Republic","DOM",8409,"coralreefs",341,222,149750,0.00228579343942596,0.651026392961877,0.0014881118579254,0.000802373826097617
"Bermuda","BMU",8402,"coralreefs",525,0,149750,0.00351918344779656,0,0,-0.00105575503433897
"Antigua and Barbuda","ATG",8414,"coralreefs",62,38,149750,0.000415598807168356,0.612903225806452,0.000254721849554799,0.000130042207404292
"Svalbard","SJM",33181,"coralreefs",0,0,149750,0,NA,NA,NA
"Yemen","YEM",8353,"coralreefs",662.032897949219,1.75785183906555,149750,0.00443774326925654,0.0026552333645516,1.17832439918443e-05,-0.00131953973678512
"Mozambique","MOZ",8347,"coralreefs",1700,179,149750,0.0113954511642936,0.105294117647059,0.00119987397553445,-0.00221876137375364
"Collectivity of Saint Martin","MAF",8495,"coralreefs",3,3,149750,2.01096197016946e-05,1,2.01096197016946e-05,1.40767337911863e-05
"Saint Vincent and the Grenadines","VCT",8421,"coralreefs",41.838695526123,21,149750,0.000280453418615109,0.501927694827104,0.000140767337911863,5.66313123273298e-05
"Jarvis Island","UMI",8442,"coralreefs",0,0,149750,0,NA,NA,NA
"Kerguélen","ATF",8387,"coralreefs",0,0,149750,0,NA,NA,NA
"Liberia","LBR",8391,"coralreefs",0,0,149750,0,NA,NA,NA
"Venezuela","VEN",8433,"coralreefs",351,181,149750,0.00235282550509827,0.515669515669516,0.00121328038866891,0.000507432737139428
"Dominica","DMA",8417,"coralreefs",20,0,149750,0.000134064131344631,0,0,-4.02192394033893e-05
"Christmas Island","CXR",8309,"coralreefs",4,2,149750,2.68128262689262e-05,0.5,1.34064131344631e-05,5.36256525378524e-06
"United States Virgin Islands","VIR",33180,"coralreefs",36,9,149750,0.000241315436420336,0.25,6.03288591050839e-05,-1.20657718210168e-05
"Navassa Island",NA,48951,"coralreefs",28.4712657928467,2,149750,0.000190848775840005,0.0702462621279906,1.34064131344631e-05,-4.38482196175384e-05
"Lithuania","LTU",5684,"coralreefs",0,0,149750,0,NA,NA,NA
"Taiwan","TWN",8321,"coralreefs",382,195,149750,0.00256062490868245,0.510471204188482,0.00130712528061015,0.000538937808005417
"Sint-Eustatius","BES",26526,"coralreefs",11.9344606399536,11.9344606399536,149750,7.99991549381034e-05,1,7.99991549381034e-05,5.59994084566724e-05
"Montenegro","MNE",5691,"coralreefs",0,0,149750,0,NA,NA,NA
"Denmark","DNK",5674,"coralreefs",0,0,149750,0,NA,NA,NA
"Palau","PLW",8315,"coralreefs",505,505,149750,0.00338511931645193,1,0.00338511931645193,0.00236958352151635
"Chagos Archipelago",NA,62589,"coralreefs",1800,1800,149750,0.0120657718210168,1,0.0120657718210168,0.00844604027471175
"Juan de Nova Island","ATF",8339,"coralreefs",52,0,149750,0.000348566741496041,0,0,-0.000104570022448812
"Benin","BEN",8393,"coralreefs",0,0,149750,0,NA,NA,NA
"Vanuatu","VUT",8313,"coralreefs",688,19,149750,0.00461180611825531,0.0276162790697674,0.000127360924777399,-0.00125618091069919
"Tristan Da Cunha","SHN",8382,"coralreefs",0,0,149750,0,NA,NA,NA
"Lebanon","LBN",8374,"coralreefs",0,0,149750,0,NA,NA,NA
"Ukraine","UKR",5695,"coralreefs",0,0,149750,0,NA,NA,NA
"Niue","NIU",8447,"coralreefs",15,1,149750,0.000100548098508473,0.0666666666666667,6.70320656723155e-06,-2.34612229853104e-05
"Line Group","KIR",8441,"coralreefs",165,17,149750,0.00110602908359321,0.103030303030303,0.000113954511642936,-0.000217854213435025
"India","IND",8480,"coralreefs",1248.40588378906,9,149750,0.00836832251878533,0.00720919383420713,6.03288591050839e-05,-0.00245016789653052
"Poland","POL",5687,"coralreefs",0,0,149750,0,NA,NA,NA
"Germany","DEU",5669,"coralreefs",0,0,149750,0,NA,NA,NA
"Argentina","ARG",8466,"coralreefs",0,0,149750,0,NA,NA,NA
"Hala'ib Triangle","SDN",26582,"coralreefs",1026.80847167969,904.269226074219,149750,0.00688290929065229,0.880660075383857,0.0060615034147661,0.00399663062757041
"Singapore","SGP",8485,"coralreefs",7,0,149750,4.69224459706208e-05,0,0,-1.40767337911863e-05
"Cyprus","CYP",8376,"coralreefs",0,0,149750,0,NA,NA,NA
"Ascension","SHN",8379,"coralreefs",0,0,149750,0,NA,NA,NA
"Belize","BLZ",8457,"coralreefs",872.889282226562,366.081085205078,149750,0.00585115716908712,0.419390056286726,0.00245391713448593,0.000698569983759794
"Montserrat","MSR",8415,"coralreefs",1,0,149750,6.70320656723155e-06,0,0,-2.01096197016946e-06
"Japan","JPN",8487,"coralreefs",1052,786,149750,0.00705177330872759,0.747148288973384,0.005268720361844,0.00315318836922572
"Aruba","ABW",26519,"coralreefs",69,0,149750,0.000462521253138977,0,0,-0.000138756375941693
"Honduras","HND",8427,"coralreefs",716.046875,246,149750,0.00479981011494563,0.343552927313592,0.00164898881553896,0.000209045781055273
"Canary Islands",NA,8364,"coralreefs",0,0,149750,0,NA,NA,NA
"Samoa","WSM",8445,"coralreefs",199,38,149750,0.00133393810687908,0.190954773869347,0.000254721849554799,-0.000145459582508925
"Tokelau","TKL",8449,"coralreefs",99,2,149750,0.000663617450155923,0.0202020202020202,1.34064131344631e-05,-0.000185678821912314
"Curaçao","CUW",26517,"coralreefs",41,6,149750,0.000274831469256494,0.146341463414634,4.02192394033893e-05,-4.22302013735588e-05
"Namibia","NAM",8395,"coralreefs",0,0,149750,0,NA,NA,NA
"Barbados","BRB",8418,"coralreefs",31,0,149750,0.000207799403584178,0,0,-6.23398210752534e-05
"Peru","PER",8432,"coralreefs",0,0,149750,0,NA,NA,NA
"Sweden","SWE",5694,"coralreefs",0,0,149750,0,NA,NA,NA
"Egypt","EGY",8490,"coralreefs",2187.4833984375,1134.31042480469,149750,0.0146631530821162,0.518545843874709,0.00760351708883001,0.00320457116419514
"American Samoa","ASM",8444,"coralreefs",45,13,149750,0.00030164429552542,0.288888888888889,8.71416853740101e-05,-3.35160328361579e-06
"Russia","RUS",5690,"coralreefs",0,0,149750,0,NA,NA,NA
"Palmyra Atoll","UMI",8443,"coralreefs",81,81,149750,0.000542959731945756,1,0.000542959731945756,0.000380071812362029
"Madagascar","MDG",8348,"coralreefs",2397,834,149750,0.016067586141654,0.34793491864831,0.00559047427707111,0.000770198434574905
"Bonaire","BES",26520,"coralreefs",21,20,149750,0.000140767337911863,0.952380952380952,0.000134064131344631,9.18339299710722e-05
"Albania","ALB",5670,"coralreefs",0,0,149750,0,NA,NA,NA
"Guatemala","GTM",8430,"coralreefs",6.19178056716919,4,149750,4.15047841607052e-05,0.64601772569417,2.68128262689262e-05,1.43613910207146e-05
"Clipperton Island",NA,8401,"coralreefs",3,3,149750,2.01096197016946e-05,1,2.01096197016946e-05,1.40767337911863e-05
"Gambia","GMB",8370,"coralreefs",0,0,149750,0,NA,NA,NA
"Democratic Republic of the Congo","COD",8477,"coralreefs",0,0,149750,0,NA,NA,NA
"Iceland","ISL",5680,"coralreefs",0,0,149750,0,NA,NA,NA
"Pitcairn","PCN",8439,"coralreefs",38,29,149750,0.000254721849554799,0.763157894736842,0.000194392990449715,0.000117976435583275
"Ghana","GHA",8400,"coralreefs",0,0,149750,0,NA,NA,NA
"Anguilla","AIA",8412,"coralreefs",25,13,149750,0.000167580164180789,0.52,8.71416853740101e-05,3.68676361197735e-05
"Libya","LBY",8372,"coralreefs",0,0,149750,0,NA,NA,NA
"Islas San Félix and San Ambrosio","CHL",22756,"coralreefs",0,0,149750,0,NA,NA,NA
"Bouvet","BVT",NA,"coralreefs",0,0,149750,0,NA,NA,NA
"Spain","ESP",5693,"coralreefs",0,0,149750,0,NA,NA,NA
"Colombian Exclusive Economic Zone (Quitasueño)",NA,62598,"coralreefs",254,254,149750,0.00170261446807681,1,0.00170261446807681,0.00119183012765377
"Saint-Pierre and Miquelon","SPM",8494,"coralreefs",0,0,149750,0,NA,NA,NA
"Serrana Bank",NA,62596,"coralreefs",150,150,149750,0.00100548098508473,1,0.00100548098508473,0.000703836689559313
"Italy","ITA",5682,"coralreefs",0,0,149750,0,NA,NA,NA
"Belgium","BEL",3293,"coralreefs",0,0,149750,0,NA,NA,NA
"Oman","OMN",8354,"coralreefs",278,47,149750,0.00186349142569037,0.169064748201439,0.000315050708659883,-0.000243996719047228
"Monaco","MCO",21790,"coralreefs",0,0,149750,0,NA,NA,NA
"Bosnia and Herzegovina","BIH",22491,"coralreefs",0,0,149750,0,NA,NA,NA
"Bajo Nuevo Bank",NA,48985,"coralreefs",0,0,149750,0,NA,NA,NA
"Oecusse",NA,21791,"coralreefs",2,0,149750,1.34064131344631e-05,0,0,-4.02192394033893e-06
"Australia","AUS",8323,"coralreefs",31676.57421875,27402.1171875,149750,0.212334620330523,0.865059365266846,0.183682051887299,0.119981665788142
"Protected Zone established under the Torres Strait Treaty","PNG",21798,"coralreefs",38.8226470947266,0,149750,0.000260236222962684,0,0,-7.80708668888052e-05
"Estonia","EST",5675,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Mayotte","MYT",48944,"knolls_seamounts",2447.83764648438,2444,72900319,3.36461982310486e-05,0.998432229976571,3.35934487300596e-05,2.3499589260745e-05
"Cameroon","CMR",8475,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Finland","FIN",5676,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Bassas da India","ATF",8340,"knolls_seamounts",9000.693359375,0,72900319,0.000123716993004563,0,0,-3.71150979013689e-05
"Faeroe","FRO",8435,"knolls_seamounts",26453.009765625,261.671508789062,72900319,0.000363603857331133,0.00989193710309279,3.59674648716149e-06,-0.000105484410712178
"Gilbert Islands","KIR",8488,"knolls_seamounts",128096.796875,0,72900319,0.00176072552303812,0,0,-0.000528217656911436
"Nigeria","NGA",8474,"knolls_seamounts",985,0,72900319,1.35390945168202e-05,0,0,-4.06172835504607e-06
"Pakistan","PAK",8359,"knolls_seamounts",30126.076171875,0,72900319,0.000414091160113646,0,0,-0.000124227348034094
"Syria","SYR",8373,"knolls_seamounts",504.158630371094,0,72900319,6.92979832290851e-06,0,0,-2.07893949687255e-06
"Philippines","PHL",8322,"knolls_seamounts",488460.65625,7419.27001953125,72900319,0.00671402537331654,0.0151890841659394,0.000101979896487558,-0.0019122277155074
"Bahrain","BHR",8358,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"British Virgin Islands","VGB",8411,"knolls_seamounts",13548.158203125,0,72900319,0.000186223141564409,0,0,-5.58669424693227e-05
"Cuba","CUB",8406,"knolls_seamounts",53792.69140625,146,72900319,0.000739395262196307,0.00271412335362415,2.00680994868605e-06,-0.000219811768710206
"Johnston Atoll","UMI",8452,"knolls_seamounts",153725.875,153629.3125,72900319,0.00211300421452375,0.999371852656555,0.00211167693653971,0.00147777567218258
"Guyana","GUY",8460,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Seychelles","SYC",8337,"knolls_seamounts",254238.890625,60037.1171875,72900319,0.00349458311677502,0.236144505822495,0.000825226603166473,-0.000223148331866034
"Phoenix Group","KIR",8450,"knolls_seamounts",218560.953125,112953.1640625,72900319,0.00300418010359969,0.516803950785754,0.00155257214641227,0.000651318115332368
"Equatorial Guinea","GNQ",8398,"knolls_seamounts",41559,234,72900319,0.000571239826420845,0.00563054933949325,3.21639402734613e-06,-0.000168155553898907
"Vietnam","VNM",8484,"knolls_seamounts",112064.1953125,0,72900319,0.00154035302770288,0,0,-0.000462105908310865
"Matthew and Hunter Islands",NA,48948,"knolls_seamounts",87530.609375,87421.71875,72900319,0.00120313217608426,0.998755970902322,0.00120163544464886,0.000840695791823581
"Panama","PAN",8423,"knolls_seamounts",70902.8515625,35409.2421875,72900319,0.000974579095245445,0.499405050815018,0.000486709722584306,0.000194335994010672
"Tromelin Island",NA,48946,"knolls_seamounts",62976.05078125,0,72900319,0.000865623049566919,0,0,-0.000259686914870076
"Gabon","GAB",8476,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Sao Tome and Principe","STP",8397,"knolls_seamounts",6823.5283203125,0,72900319,9.37912638242747e-05,0,0,-2.81373791472824e-05
"North Korea","PRK",8328,"knolls_seamounts",16096.0947265625,0,72900319,0.000221245226248347,0,0,-6.6373567874504e-05
"Saba","BES",26518,"knolls_seamounts",1841.30102539062,1833.08471679688,72900319,2.53091864128748e-05,0.995537770043876,2.51962510030981e-05,1.76034950792357e-05
"Northern Mariana Islands","MNP",48980,"knolls_seamounts",333912.25,51763.53125,72900319,0.0045897152416996,0.155021360402321,0.000711503900627541,-0.00066541067188234
"Kuril Islands",NA,48950,"knolls_seamounts",17598.083984375,25.4735260009766,72900319,0.000241890479572989,0.00144751701512472,3.50140584978579e-07,-7.2217003286918e-05
"Senegal","SEN",8371,"knolls_seamounts",2304.85595703125,0,72900319,3.16808757867028e-05,0,0,-9.50426273601084e-06
"Jordan","JOR",8491,"knolls_seamounts",0,0,72900319,0,NA,NA,NA
"Saudi Arabia","SAU",8356,"knolls_seamounts",11667.0166015625,0,72900319,0.000160366335530828,0,0,-4.81099006592484e-05
