"UNION","ISO_TER1","ISO_SOV1","ID","habitat","total","all_mpas","pp_all_mpas","pp_mean_all"
"Juan de Nova Island","ATF","FRA",196,"seagrasses",0,0,NA,0.00121456337591037
"Juan de Nova Island","ATF","FRA",196,"knolls_seamounts",9595.380859375,0.233083963394165,0.00242912675182074,0.00121456337591037
"Benin","BEN","BEN",197,"coldcorals",1,0,0,0
"Benin","BEN","BEN",197,"coralreefs",0,0,NA,0
"Benin","BEN","BEN",197,"mangroves",1,0,0,0
"Benin","BEN","BEN",197,"saltmarshes",0,0,NA,0
"Benin","BEN","BEN",197,"seagrasses",1340.94665527344,0,0,0
"Benin","BEN","BEN",197,"knolls_seamounts",0,0,NA,0
"Vanuatu","VUT","VUT",198,"coldcorals",17,1,5.88235294117647,2.0748186563459
"Vanuatu","VUT","VUT",198,"coralreefs",688,19,2.76162790697674,2.0748186563459
"Vanuatu","VUT","VUT",198,"mangroves",14,0,0,2.0748186563459
"Vanuatu","VUT","VUT",198,"saltmarshes",2,0,0,2.0748186563459
"Vanuatu","VUT","VUT",198,"seagrasses",1237,34,2.74858528698464,2.0748186563459
"Vanuatu","VUT","VUT",198,"knolls_seamounts",191903.9375,2027.16918945312,1.05634580293753,2.0748186563459
"Tristan Da Cunha","SHN","GBR",199,"coldcorals",5,1,20,55.8099967275423
"Tristan Da Cunha","SHN","GBR",199,"coralreefs",0,0,NA,55.8099967275423
"Tristan Da Cunha","SHN","GBR",199,"mangroves",0,0,NA,55.8099967275423
"Tristan Da Cunha","SHN","GBR",199,"saltmarshes",0,0,NA,55.8099967275423
"Tristan Da Cunha","SHN","GBR",199,"seagrasses",0,0,NA,55.8099967275423
"Tristan Da Cunha","SHN","GBR",199,"knolls_seamounts",201922.015625,185000.9375,91.6199934550847,55.8099967275423
"Lebanon","LBN","LBN",200,"coldcorals",0,0,NA,0
"Lebanon","LBN","LBN",200,"coralreefs",0,0,NA,0
"Lebanon","LBN","LBN",200,"mangroves",0,0,NA,0
"Lebanon","LBN","LBN",200,"saltmarshes",0,0,NA,0
"Lebanon","LBN","LBN",200,"seagrasses",3,0,0,0
"Lebanon","LBN","LBN",200,"knolls_seamounts",923.234313964844,0,0,0
"Ukraine","UKR","UKR",201,"coldcorals",0,0,NA,43.785437242252
"Ukraine","UKR","UKR",201,"coralreefs",0,0,NA,43.785437242252
"Ukraine","UKR","UKR",201,"mangroves",0,0,NA,43.785437242252
"Ukraine","UKR","UKR",201,"saltmarshes",4,2,50,43.785437242252
"Ukraine","UKR","UKR",201,"seagrasses",6017.95947265625,2261,37.570874484504,43.785437242252
"Ukraine","UKR","UKR",201,"knolls_seamounts",0,0,NA,43.785437242252
"Niue","NIU","NZL",202,"coldcorals",0,0,NA,26.3401333780432
"Niue","NIU","NZL",202,"coralreefs",15,1,6.66666666666667,26.3401333780432
"Niue","NIU","NZL",202,"mangroves",0,0,NA,26.3401333780432
"Niue","NIU","NZL",202,"saltmarshes",0,0,NA,26.3401333780432
"Niue","NIU","NZL",202,"seagrasses",0,0,NA,26.3401333780432
"Niue","NIU","NZL",202,"knolls_seamounts",56405.3046875,25954.111328125,46.0136000894198,26.3401333780432
"Line Group","KIR","KIR",203,"coldcorals",1,0,0,3.44566095982378
"Line Group","KIR","KIR",203,"coralreefs",165,17,10.3030303030303,3.44566095982378
"Line Group","KIR","KIR",203,"mangroves",0,0,NA,3.44566095982378
"Line Group","KIR","KIR",203,"saltmarshes",0,0,NA,3.44566095982378
"Line Group","KIR","KIR",203,"seagrasses",0,0,NA,3.44566095982378
"Line Group","KIR","KIR",203,"knolls_seamounts",413562.25,140.4150390625,0.0339525764410315,3.44566095982378
"India","IND","IND",204,"coldcorals",7,0,0,21.3124471458785
"India","IND","IND",204,"coralreefs",1248.40588378906,9,0.720919383420713,21.3124471458785
"India","IND","IND",204,"mangroves",2879.22387695312,793.000915527344,27.54217627448,21.3124471458785
"India","IND","IND",204,"saltmarshes",2157.73291015625,2147.73291015625,99.5365506104611,21.3124471458785
"India","IND","IND",204,"seagrasses",2665.36572265625,2,0.0750366069091202,21.3124471458785
"India","IND","IND",204,"knolls_seamounts",106663.0625,0,0,21.3124471458785
"Poland","POL","POL",205,"coldcorals",0,0,NA,77.0833333333333
"Poland","POL","POL",205,"coralreefs",0,0,NA,77.0833333333333
"Poland","POL","POL",205,"mangroves",0,0,NA,77.0833333333333
"Poland","POL","POL",205,"saltmarshes",8,7,87.5,77.0833333333333
"Poland","POL","POL",205,"seagrasses",6,4,66.6666666666667,77.0833333333333
"Poland","POL","POL",205,"knolls_seamounts",0,0,NA,77.0833333333333
"Germany","DEU","DEU",206,"coldcorals",0,0,NA,96.7848369026629
"Germany","DEU","DEU",206,"coralreefs",0,0,NA,96.7848369026629
"Germany","DEU","DEU",206,"mangroves",0,0,NA,96.7848369026629
"Germany","DEU","DEU",206,"saltmarshes",206.697799682617,201.697799682617,97.5810095667794,96.7848369026629
"Germany","DEU","DEU",206,"seagrasses",523.515625,502.515655517578,95.9886642385465,96.7848369026629
"Germany","DEU","DEU",206,"knolls_seamounts",0,0,NA,96.7848369026629
"Argentina","ARG","ARG",207,"coldcorals",62,7,11.2903225806452,37.5793090094252
"Argentina","ARG","ARG",207,"coralreefs",0,0,NA,37.5793090094252
"Argentina","ARG","ARG",207,"mangroves",0,0,NA,37.5793090094252
"Argentina","ARG","ARG",207,"saltmarshes",4769.22265625,1999,41.9145874303088,37.5793090094252
"Argentina","ARG","ARG",207,"seagrasses",0,0,NA,37.5793090094252
"Argentina","ARG","ARG",207,"knolls_seamounts",46696.4453125,27799.802734375,59.5330170173218,37.5793090094252
"Hala'ib Triangle","SDN","SDN",208,"coldcorals",0,0,NA,62.6886691794619
"Hala'ib Triangle","SDN","SDN",208,"coralreefs",1026.80847167969,904.269226074219,88.0660075383857,62.6886691794619
"Hala'ib Triangle","SDN","SDN",208,"mangroves",2,2,100,62.6886691794619
"Hala'ib Triangle","SDN","SDN",208,"saltmarshes",0,0,NA,62.6886691794619
"Hala'ib Triangle","SDN","SDN",208,"seagrasses",0,0,NA,62.6886691794619
"Hala'ib Triangle","SDN","SDN",208,"knolls_seamounts",1096.39916992188,0,0,62.6886691794619
"Singapore","SGP","SGP",209,"coldcorals",0,0,NA,4.16666666666667
"Singapore","SGP","SGP",209,"coralreefs",7,0,0,4.16666666666667
"Singapore","SGP","SGP",209,"mangroves",8,1,12.5,4.16666666666667
"Singapore","SGP","SGP",209,"saltmarshes",0,0,NA,4.16666666666667
"Singapore","SGP","SGP",209,"seagrasses",139.043762207031,0,0,4.16666666666667
"Singapore","SGP","SGP",209,"knolls_seamounts",0,0,NA,4.16666666666667
"Cyprus","CYP","CYP",210,"coldcorals",1,0,0,39.7715303665496
"Cyprus","CYP","CYP",210,"coralreefs",0,0,NA,39.7715303665496
"Cyprus","CYP","CYP",210,"mangroves",0,0,NA,39.7715303665496
"Cyprus","CYP","CYP",210,"saltmarshes",20,18,90,39.7715303665496
"Cyprus","CYP","CYP",210,"seagrasses",94,55,58.5106382978723,39.7715303665496
"Cyprus","CYP","CYP",210,"knolls_seamounts",12273.6708984375,1298,10.5754831683261,39.7715303665496
"Ascension","SHN","GBR",211,"coldcorals",9,9,100,99.9680717071694
"Ascension","SHN","GBR",211,"coralreefs",0,0,NA,99.9680717071694
"Ascension","SHN","GBR",211,"mangroves",0,0,NA,99.9680717071694
"Ascension","SHN","GBR",211,"saltmarshes",0,0,NA,99.9680717071694
"Ascension","SHN","GBR",211,"seagrasses",0,0,NA,99.9680717071694
"Ascension","SHN","GBR",211,"knolls_seamounts",183712.453125,183595.140625,99.9361434143388,99.9680717071694
"Belize","BLZ","BLZ",212,"coldcorals",3,2,66.6666666666667,38.3575495027318
"Belize","BLZ","BLZ",212,"coralreefs",872.889282226562,366.081085205078,41.9390056286726,38.3575495027318
"Belize","BLZ","BLZ",212,"mangroves",485.289886474609,155.173568725586,31.9754384029812,38.3575495027318
"Belize","BLZ","BLZ",212,"saltmarshes",0,0,NA,38.3575495027318
"Belize","BLZ","BLZ",212,"seagrasses",4921.3984375,2139.3984375,43.4713519880496,38.3575495027318
"Belize","BLZ","BLZ",212,"knolls_seamounts",7180.32958984375,555.4189453125,7.73528482728864,38.3575495027318
"Montserrat","MSR","GBR",213,"coldcorals",7,0,0,0.216571098938618
"Montserrat","MSR","GBR",213,"coralreefs",1,0,0,0.216571098938618
"Montserrat","MSR","GBR",213,"mangroves",0,0,NA,0.216571098938618
"Montserrat","MSR","GBR",213,"saltmarshes",0,0,NA,0.216571098938618
"Montserrat","MSR","GBR",213,"seagrasses",13,0,0,0.216571098938618
"Montserrat","MSR","GBR",213,"knolls_seamounts",613.703063964844,5.31641387939453,0.866284395754472,0.216571098938618
"Japan","JPN","JPN",214,"coldcorals",94.0251235961914,34,36.1605480531133,60.1048969191152
"Japan","JPN","JPN",214,"coralreefs",1052,786,74.7148288973384,60.1048969191152
"Japan","JPN","JPN",214,"mangroves",10,10,100,60.1048969191152
"Japan","JPN","JPN",214,"saltmarshes",9,5,55.5555555555556,60.1048969191152
"Japan","JPN","JPN",214,"seagrasses",546,472,86.4468864468865,60.1048969191152
"Japan","JPN","JPN",214,"knolls_seamounts",1352706.5,104855.890625,7.7515625617974,60.1048969191152
"Aruba","ABW","NLD",215,"coldcorals",4,0,0,0
"Aruba","ABW","NLD",215,"coralreefs",69,0,0,0
"Aruba","ABW","NLD",215,"mangroves",0,0,NA,0
"Aruba","ABW","NLD",215,"saltmarshes",0,0,NA,0
"Aruba","ABW","NLD",215,"seagrasses",34,0,0,0
"Aruba","ABW","NLD",215,"knolls_seamounts",1402.00170898438,0,0,0
"Honduras","HND","HND",216,"coldcorals",12,1,8.33333333333333,35.3482244233686
"Honduras","HND","HND",216,"coralreefs",716.046875,246,34.3552927313592,35.3482244233686
"Honduras","HND","HND",216,"mangroves",597.932556152344,426.680938720703,71.3593756236266,35.3482244233686
"Honduras","HND","HND",216,"saltmarshes",30.5503177642822,20.3339805603027,66.5589821919172,35.3482244233686
"Honduras","HND","HND",216,"seagrasses",2750,731,26.5818181818182,35.3482244233686
"Honduras","HND","HND",216,"knolls_seamounts",46992.38671875,2302.8828125,4.90054447815724,35.3482244233686
"Canary Islands",NA,"ESP",217,"coldcorals",28,12,42.8571428571429,44.7833839184436
"Canary Islands",NA,"ESP",217,"coralreefs",0,0,NA,44.7833839184436
"Canary Islands",NA,"ESP",217,"mangroves",0,0,NA,44.7833839184436
"Canary Islands",NA,"ESP",217,"saltmarshes",3,2,66.6666666666667,44.7833839184436
"Canary Islands",NA,"ESP",217,"seagrasses",2116,1225,57.8922495274102,44.7833839184436
"Canary Islands",NA,"ESP",217,"knolls_seamounts",28606.841796875,3352,11.7174766225546,44.7833839184436
"Samoa","WSM","WSM",218,"coldcorals",2,0,0,15.2007525846341
"Samoa","WSM","WSM",218,"coralreefs",199,38,19.0954773869347,15.2007525846341
"Samoa","WSM","WSM",218,"mangroves",4,2,50,15.2007525846341
"Samoa","WSM","WSM",218,"saltmarshes",0,0,NA,15.2007525846341
"Samoa","WSM","WSM",218,"seagrasses",983,67,6.81586978636826,15.2007525846341
"Samoa","WSM","WSM",218,"knolls_seamounts",27051.666015625,25,0.0924157498675314,15.2007525846341
"Tokelau","TKL","NZL",219,"coldcorals",0,0,NA,1.02190588149787
"Tokelau","TKL","NZL",219,"coralreefs",99,2,2.02020202020202,1.02190588149787
"Tokelau","TKL","NZL",219,"mangroves",0,0,NA,1.02190588149787
"Tokelau","TKL","NZL",219,"saltmarshes",0,0,NA,1.02190588149787
"Tokelau","TKL","NZL",219,"seagrasses",0,0,NA,1.02190588149787
"Tokelau","TKL","NZL",219,"knolls_seamounts",136389.515625,32.2012138366699,0.023609742793725,1.02190588149787
"Curaçao","CUW","NLD",220,"coldcorals",5,0,0,8.08505424922915
"Curaçao","CUW","NLD",220,"coralreefs",41,6,14.6341463414634,8.08505424922915
"Curaçao","CUW","NLD",220,"mangroves",1,0,0,8.08505424922915
"Curaçao","CUW","NLD",220,"saltmarshes",0,0,NA,8.08505424922915
"Curaçao","CUW","NLD",220,"seagrasses",12,3,25,8.08505424922915
"Curaçao","CUW","NLD",220,"knolls_seamounts",3977.1162109375,31.4639568328857,0.791124904682353,8.08505424922915
"Namibia","NAM","NAM",221,"coldcorals",2,0,0,23.1473518498854
"Namibia","NAM","NAM",221,"coralreefs",0,0,NA,23.1473518498854
"Namibia","NAM","NAM",221,"mangroves",0,0,NA,23.1473518498854
"Namibia","NAM","NAM",221,"saltmarshes",214.243515014648,148.775100708008,69.4420555496563,23.1473518498854
"Namibia","NAM","NAM",221,"seagrasses",0,0,NA,23.1473518498854
"Namibia","NAM","NAM",221,"knolls_seamounts",11264.728515625,0,0,23.1473518498854
"Barbados","BRB","BRB",222,"coldcorals",7,0,0,0.297067194742059
"Barbados","BRB","BRB",222,"coralreefs",31,0,0,0.297067194742059
"Barbados","BRB","BRB",222,"mangroves",0,0,NA,0.297067194742059
"Barbados","BRB","BRB",222,"saltmarshes",0,0,NA,0.297067194742059
"Barbados","BRB","BRB",222,"seagrasses",87,1,1.14942528735632,0.297067194742059
"Barbados","BRB","BRB",222,"knolls_seamounts",30145.056640625,11.7093925476074,0.0388434916119124,0.297067194742059
"Peru","PER","PER",223,"coldcorals",9,1,11.1111111111111,17.3384136207262
"Peru","PER","PER",223,"coralreefs",0,0,NA,17.3384136207262
"Peru","PER","PER",223,"mangroves",47.9867248535156,19.9586124420166,41.5919454868869,17.3384136207262
"Peru","PER","PER",223,"saltmarshes",281.979278564453,45.9856491088867,16.3081660975225,17.3384136207262
"Peru","PER","PER",223,"seagrasses",0,0,NA,17.3384136207262
"Peru","PER","PER",223,"knolls_seamounts",141146.453125,483.330322265625,0.342431787384402,17.3384136207262
"Sweden","SWE","SWE",224,"coldcorals",32.8935852050781,18.9407234191895,57.5818151201877,48.5163731145159
"Sweden","SWE","SWE",224,"coralreefs",0,0,NA,48.5163731145159
"Sweden","SWE","SWE",224,"mangroves",0,0,NA,48.5163731145159
"Sweden","SWE","SWE",224,"saltmarshes",358,174,48.6033519553073,48.5163731145159
"Sweden","SWE","SWE",224,"seagrasses",1274.8193359375,501.819274902344,39.3639522680527,48.5163731145159
"Sweden","SWE","SWE",224,"knolls_seamounts",0,0,NA,48.5163731145159
"Egypt","EGY","EGY",225,"coldcorals",0,0,NA,22.8866750378997
"Egypt","EGY","EGY",225,"coralreefs",2187.4833984375,1134.31042480469,51.8545843874709,22.8866750378997
"Egypt","EGY","EGY",225,"mangroves",1,0,0,22.8866750378997
"Egypt","EGY","EGY",225,"saltmarshes",54,22,40.7407407407407,22.8866750378997
"Egypt","EGY","EGY",225,"seagrasses",2466.19140625,474,19.2199193784698,22.8866750378997
"Egypt","EGY","EGY",225,"knolls_seamounts",10694.6533203125,280,2.61813068281692,22.8866750378997
"American Samoa","ASM","USA",226,"coldcorals",1,0,0,7.98908122590886
"American Samoa","ASM","USA",226,"coralreefs",45,13,28.8888888888889,7.98908122590886
"American Samoa","ASM","USA",226,"mangroves",0,0,NA,7.98908122590886
"American Samoa","ASM","USA",226,"saltmarshes",1,0,0,7.98908122590886
"American Samoa","ASM","USA",226,"seagrasses",464,19,4.0948275862069,7.98908122590886
"American Samoa","ASM","USA",226,"knolls_seamounts",100477.96875,6994.96435546875,6.9616896544485,7.98908122590886
"Russia","RUS","RUS",227,"coldcorals",18,0,0,9.9252632059888
"Russia","RUS","RUS",227,"coralreefs",0,0,NA,9.9252632059888
"Russia","RUS","RUS",227,"mangroves",0,0,NA,9.9252632059888
"Russia","RUS","RUS",227,"saltmarshes",9329,3148,33.7442383963983,9.9252632059888
"Russia","RUS","RUS",227,"seagrasses",747.040466308594,39,5.22060072497994,9.9252632059888
"Russia","RUS","RUS",227,"knolls_seamounts",199398.625,1468,0.736213702576936,9.9252632059888
"Palmyra Atoll","UMI","USA",228,"coldcorals",0,0,NA,60.2203601782086
"Palmyra Atoll","UMI","USA",228,"coralreefs",81,81,100,60.2203601782086
"Palmyra Atoll","UMI","USA",228,"mangroves",0,0,NA,60.2203601782086
"Palmyra Atoll","UMI","USA",228,"saltmarshes",0,0,NA,60.2203601782086
"Palmyra Atoll","UMI","USA",228,"seagrasses",0,0,NA,60.2203601782086
"Palmyra Atoll","UMI","USA",228,"knolls_seamounts",96591.5078125,19744,20.4407203564172,60.2203601782086
"Madagascar","MDG","MDG",229,"coldcorals",10,1,10,25.2251939180665
"Madagascar","MDG","MDG",229,"coralreefs",2397,834,34.793491864831,25.2251939180665
"Madagascar","MDG","MDG",229,"mangroves",2558,476,18.608287724785,25.2251939180665
"Madagascar","MDG","MDG",229,"saltmarshes",55,37,67.2727272727273,25.2251939180665
"Madagascar","MDG","MDG",229,"seagrasses",5751,1188,20.6572769953052,25.2251939180665
"Madagascar","MDG","MDG",229,"knolls_seamounts",86842.1640625,16.8297080993652,0.0193796507503578,25.2251939180665
"Bonaire","BES","NLD",230,"coldcorals",1,1,100,92.9380032001915
"Bonaire","BES","NLD",230,"coralreefs",21,20,95.2380952380952,92.9380032001915
"Bonaire","BES","NLD",230,"mangroves",3,3,100,92.9380032001915
"Bonaire","BES","NLD",230,"saltmarshes",0,0,NA,92.9380032001915
"Bonaire","BES","NLD",230,"seagrasses",4,3,75,92.9380032001915
"Bonaire","BES","NLD",230,"knolls_seamounts",1721.01940917969,1625.53588867188,94.4519207628622,92.9380032001915
"Albania","ALB","ALB",231,"coldcorals",6,0,0,31.585652521601
"Albania","ALB","ALB",231,"coralreefs",0,0,NA,31.585652521601
"Albania","ALB","ALB",231,"mangroves",0,0,NA,31.585652521601
"Albania","ALB","ALB",231,"saltmarshes",57.91015625,47.91015625,82.7318718381113,31.585652521601
"Albania","ALB","ALB",231,"seagrasses",58.2116432189941,7,12.0250857266918,31.585652521601
"Albania","ALB","ALB",231,"knolls_seamounts",0,0,NA,31.585652521601
"Guatemala","GTM","GTM",232,"coldcorals",1,0,0,30.748668027294
"Guatemala","GTM","GTM",232,"coralreefs",6.19178056716919,4,64.601772569417,30.748668027294
"Guatemala","GTM","GTM",232,"mangroves",250.710540771484,112,44.6730319576332,30.748668027294
"Guatemala","GTM","GTM",232,"saltmarshes",0,0,NA,30.748668027294
"Guatemala","GTM","GTM",232,"seagrasses",3.60156178474426,1.60156178474426,44.4685356094199,30.748668027294
"Guatemala","GTM","GTM",232,"knolls_seamounts",7787.322265625,0,0,30.748668027294
"Clipperton Island",NA,"FRA",233,"coldcorals",0,0,NA,50.4367831846015
"Clipperton Island",NA,"FRA",233,"coralreefs",3,3,100,50.4367831846015
"Clipperton Island",NA,"FRA",233,"mangroves",0,0,NA,50.4367831846015
"Clipperton Island",NA,"FRA",233,"saltmarshes",0,0,NA,50.4367831846015
"Clipperton Island",NA,"FRA",233,"seagrasses",0,0,NA,50.4367831846015
"Clipperton Island",NA,"FRA",233,"knolls_seamounts",165757.296875,1448,0.873566369203015,50.4367831846015
"Gambia","GMB","GMB",234,"coldcorals",0,0,NA,58.772016809968
"Gambia","GMB","GMB",234,"coralreefs",0,0,NA,58.772016809968
"Gambia","GMB","GMB",234,"mangroves",591.087219238281,260.338653564453,44.044033619936,58.772016809968
"Gambia","GMB","GMB",234,"saltmarshes",200,147,73.5,58.772016809968
"Gambia","GMB","GMB",234,"seagrasses",0,0,NA,58.772016809968
"Gambia","GMB","GMB",234,"knolls_seamounts",0,0,NA,58.772016809968
"Democratic Republic of the Congo","COD","COD",235,"coldcorals",0,0,NA,98.1132038533297
"Democratic Republic of the Congo","COD","COD",235,"coralreefs",0,0,NA,98.1132038533297
"Democratic Republic of the Congo","COD","COD",235,"mangroves",264.999481201172,259.999481201172,98.1132038533297,98.1132038533297
"Democratic Republic of the Congo","COD","COD",235,"saltmarshes",0,0,NA,98.1132038533297
"Democratic Republic of the Congo","COD","COD",235,"seagrasses",0,0,NA,98.1132038533297
"Democratic Republic of the Congo","COD","COD",235,"knolls_seamounts",0,0,NA,98.1132038533297
"Iceland","ISL","ISL",236,"coldcorals",524,311,59.3511450381679,28.4584759147144
"Iceland","ISL","ISL",236,"coralreefs",0,0,NA,28.4584759147144
"Iceland","ISL","ISL",236,"mangroves",0,0,NA,28.4584759147144
"Iceland","ISL","ISL",236,"saltmarshes",30,6,20,28.4584759147144
"Iceland","ISL","ISL",236,"seagrasses",29,10,34.4827586206897,28.4584759147144
"Iceland","ISL","ISL",236,"knolls_seamounts",55340.70703125,0,0,28.4584759147144
"Pitcairn","PCN","GBR",237,"coldcorals",0,0,NA,88.0433876892637
"Pitcairn","PCN","GBR",237,"coralreefs",38,29,76.3157894736842,88.0433876892637
"Pitcairn","PCN","GBR",237,"mangroves",0,0,NA,88.0433876892637
"Pitcairn","PCN","GBR",237,"saltmarshes",0,0,NA,88.0433876892637
"Pitcairn","PCN","GBR",237,"seagrasses",0,0,NA,88.0433876892637
"Pitcairn","PCN","GBR",237,"knolls_seamounts",280209.28125,279567.5625,99.7709859048432,88.0433876892637
"Ghana","GHA","GHA",238,"coldcorals",8,0,0,9.67742378545592
"Ghana","GHA","GHA",238,"coralreefs",0,0,NA,9.67742378545592
"Ghana","GHA","GHA",238,"mangroves",219,105,47.945205479452,9.67742378545592
"Ghana","GHA","GHA",238,"saltmarshes",99,0,0,9.67742378545592
"Ghana","GHA","GHA",238,"seagrasses",2715.4638671875,12,0.441913447827565,9.67742378545592
"Ghana","GHA","GHA",238,"knolls_seamounts",4077.1328125,0,0,9.67742378545592
"Anguilla","AIA","GBR",239,"coldcorals",3,0,0,19.077328077101
"Anguilla","AIA","GBR",239,"coralreefs",25,13,52,19.077328077101
"Anguilla","AIA","GBR",239,"mangroves",0,0,NA,19.077328077101
"Anguilla","AIA","GBR",239,"saltmarshes",0,0,NA,19.077328077101
"Anguilla","AIA","GBR",239,"seagrasses",25.762077331543,6.25251007080078,24.2702092317114,19.077328077101
"Anguilla","AIA","GBR",239,"knolls_seamounts",25102.15234375,9.81571388244629,0.0391030766925061,19.077328077101
"Libya","LBY","LBY",240,"coldcorals",0,0,NA,0
"Libya","LBY","LBY",240,"coralreefs",0,0,NA,0
"Libya","LBY","LBY",240,"mangroves",0,0,NA,0
"Libya","LBY","LBY",240,"saltmarshes",0,0,NA,0
"Libya","LBY","LBY",240,"seagrasses",28,0,0,0
"Libya","LBY","LBY",240,"knolls_seamounts",20808.37890625,0,0,0
"Islas San Félix and San Ambrosio","CHL","CHL",241,"coldcorals",0,0,NA,64.8283917948788
"Islas San Félix and San Ambrosio","CHL","CHL",241,"coralreefs",0,0,NA,64.8283917948788
"Islas San Félix and San Ambrosio","CHL","CHL",241,"mangroves",0,0,NA,64.8283917948788
"Islas San Félix and San Ambrosio","CHL","CHL",241,"saltmarshes",0,0,NA,64.8283917948788
"Islas San Félix and San Ambrosio","CHL","CHL",241,"seagrasses",0,0,NA,64.8283917948788
"Islas San Félix and San Ambrosio","CHL","CHL",241,"knolls_seamounts",141709.515625,91868,64.8283917948788,64.8283917948788
"Swaziland","SWZ","SWZ",249,"coldcorals",0,0,NA,NA
"Swaziland","SWZ","SWZ",249,"coralreefs",0,0,NA,NA
"Swaziland","SWZ","SWZ",249,"mangroves",0,0,NA,NA
"Swaziland","SWZ","SWZ",249,"saltmarshes",0,0,NA,NA
"Swaziland","SWZ","SWZ",249,"seagrasses",0,0,NA,NA
"Swaziland","SWZ","SWZ",249,"knolls_seamounts",0,0,NA,NA
"Bouvet","BVT","NOR",260,"coldcorals",0,0,NA,100
"Bouvet","BVT","NOR",260,"coralreefs",0,0,NA,100
"Bouvet","BVT","NOR",260,"mangroves",0,0,NA,100
"Bouvet","BVT","NOR",260,"saltmarshes",0,0,NA,100
"Bouvet","BVT","NOR",260,"seagrasses",0,0,NA,100
"Bouvet","BVT","NOR",260,"knolls_seamounts",50.7192993164062,50.7192993164062,100,100
"Macedonia","MKD","MKD",263,"coldcorals",0,0,NA,NA
"Macedonia","MKD","MKD",263,"coralreefs",0,0,NA,NA
"Macedonia","MKD","MKD",263,"mangroves",0,0,NA,NA
"Macedonia","MKD","MKD",263,"saltmarshes",0,0,NA,NA
"Macedonia","MKD","MKD",263,"seagrasses",0,0,NA,NA
"Macedonia","MKD","MKD",263,"knolls_seamounts",0,0,NA,NA
"Grand Duchy of Luxembourg","LUX","LUX",272,"coldcorals",0,0,NA,NA
"Grand Duchy of Luxembourg","LUX","LUX",272,"coralreefs",0,0,NA,NA
"Grand Duchy of Luxembourg","LUX","LUX",272,"mangroves",0,0,NA,NA
"Grand Duchy of Luxembourg","LUX","LUX",272,"saltmarshes",0,0,NA,NA
"Grand Duchy of Luxembourg","LUX","LUX",272,"seagrasses",0,0,NA,NA
"Grand Duchy of Luxembourg","LUX","LUX",272,"knolls_seamounts",0,0,NA,NA
"Spain","ESP","ESP",279,"coldcorals",1429.77880859375,1229,85.957351767493,68.0240701186459
"Spain","ESP","ESP",279,"coralreefs",0,0,NA,68.0240701186459
"Spain","ESP","ESP",279,"mangroves",0,0,NA,68.0240701186459
"Spain","ESP","ESP",279,"saltmarshes",881.872314453125,845.897338867188,95.920614016753,68.0240701186459
"Spain","ESP","ESP",279,"seagrasses",1233,966,78.345498783455,68.0240701186459
"Spain","ESP","ESP",279,"knolls_seamounts",62088.88671875,7371.69921875,11.8728159068825,68.0240701186459
"Colombian Exclusive Economic Zone (Quitasueño)",NA,"COL",280,"coldcorals",1,1,100,100
"Colombian Exclusive Economic Zone (Quitasueño)",NA,"COL",280,"coralreefs",254,254,100,100
"Colombian Exclusive Economic Zone (Quitasueño)",NA,"COL",280,"mangroves",0,0,NA,100
"Colombian Exclusive Economic Zone (Quitasueño)",NA,"COL",280,"saltmarshes",0,0,NA,100
"Colombian Exclusive Economic Zone (Quitasueño)",NA,"COL",280,"seagrasses",0,0,NA,100
"Colombian Exclusive Economic Zone (Quitasueño)",NA,"COL",280,"knolls_seamounts",67.538703918457,67.538703918457,100,100
"Chafarinas Islands",NA,"ESP",281,"coldcorals",0,0,NA,NA
"Chafarinas Islands",NA,"ESP",281,"coralreefs",0,0,NA,NA
"Chafarinas Islands",NA,"ESP",281,"mangroves",0,0,NA,NA
"Chafarinas Islands",NA,"ESP",281,"saltmarshes",0,0,NA,NA
"Chafarinas Islands",NA,"ESP",281,"seagrasses",0,0,NA,NA
"Chafarinas Islands",NA,"ESP",281,"knolls_seamounts",0,0,NA,NA
"Ceuta",NA,"ESP",282,"coldcorals",0,0,NA,NA
"Ceuta",NA,"ESP",282,"coralreefs",0,0,NA,NA
"Ceuta",NA,"ESP",282,"mangroves",0,0,NA,NA
"Ceuta",NA,"ESP",282,"saltmarshes",0,0,NA,NA
"Ceuta",NA,"ESP",282,"seagrasses",0,0,NA,NA
"Ceuta",NA,"ESP",282,"knolls_seamounts",0,0,NA,NA
"Saint-Pierre and Miquelon","SPM","FRA",283,"coldcorals",3,0,0,0
"Saint-Pierre and Miquelon","SPM","FRA",283,"coralreefs",0,0,NA,0
"Saint-Pierre and Miquelon","SPM","FRA",283,"mangroves",0,0,NA,0
"Saint-Pierre and Miquelon","SPM","FRA",283,"saltmarshes",0,0,NA,0
"Saint-Pierre and Miquelon","SPM","FRA",283,"seagrasses",0,0,NA,0
"Saint-Pierre and Miquelon","SPM","FRA",283,"knolls_seamounts",726.161499023438,0,0,0
"Serrana Bank",NA,"COL",284,"coldcorals",4,4,100,100
"Serrana Bank",NA,"COL",284,"coralreefs",150,150,100,100
"Serrana Bank",NA,"COL",284,"mangroves",0,0,NA,100
"Serrana Bank",NA,"COL",284,"saltmarshes",0,0,NA,100
"Serrana Bank",NA,"COL",284,"seagrasses",0,0,NA,100
"Serrana Bank",NA,"COL",284,"knolls_seamounts",0,0,NA,100
