"UNION","ISO_TER1","ISO_SOV1","ID","habitat","total","all_mpas","pp_all_mpas","pp_mean_all"
"Trinidad and Tobago","TTO","TTO",138,"coralreefs",28,4,14.2857142857143,16.042328042328
"Trinidad and Tobago","TTO","TTO",138,"mangroves",54,32,59.2592592592593,16.042328042328
"Trinidad and Tobago","TTO","TTO",138,"saltmarshes",0,0,NA,16.042328042328
"Trinidad and Tobago","TTO","TTO",138,"seagrasses",45,3,6.66666666666667,16.042328042328
"Trinidad and Tobago","TTO","TTO",138,"knolls_seamounts",9567.142578125,0,0,16.042328042328
"Cocos Islands","CCK","AUS",140,"coldcorals",0,0,NA,1.86075410277209
"Cocos Islands","CCK","AUS",140,"coralreefs",108,6,5.55555555555556,1.86075410277209
"Cocos Islands","CCK","AUS",140,"mangroves",0,0,NA,1.86075410277209
"Cocos Islands","CCK","AUS",140,"saltmarshes",0,0,NA,1.86075410277209
"Cocos Islands","CCK","AUS",140,"seagrasses",222,0,0,1.86075410277209
"Cocos Islands","CCK","AUS",140,"knolls_seamounts",112331.140625,30,0.0267067527607062,1.86075410277209
"Martinique","MTQ","FRA",141,"coldcorals",6,6,100,99.6205618948524
"Martinique","MTQ","FRA",141,"coralreefs",64,64,100,99.6205618948524
"Martinique","MTQ","FRA",141,"mangroves",15,15,100,99.6205618948524
"Martinique","MTQ","FRA",141,"saltmarshes",0,0,NA,99.6205618948524
"Martinique","MTQ","FRA",141,"seagrasses",547,538,98.3546617915905,99.6205618948524
"Martinique","MTQ","FRA",141,"knolls_seamounts",6511.52001953125,6495.12060546875,99.7481476826715,99.6205618948524
"Costa Rica","CRI","CRI",142,"coldcorals",9,3,33.3333333333333,46.2029425062052
"Costa Rica","CRI","CRI",142,"coralreefs",75,28,37.3333333333333,46.2029425062052
"Costa Rica","CRI","CRI",142,"mangroves",377,197,52.2546419098143,46.2029425062052
"Costa Rica","CRI","CRI",142,"saltmarshes",6,4,66.6666666666667,46.2029425062052
"Costa Rica","CRI","CRI",142,"seagrasses",6,5,83.3333333333333,46.2029425062052
"Costa Rica","CRI","CRI",142,"knolls_seamounts",168449.140625,7237.15869140625,4.29634646075016,46.2029425062052
"Kuwait","KWT","KWT",143,"coldcorals",0,0,NA,8.16558740833695
"Kuwait","KWT","KWT",143,"coralreefs",71,0,0,8.16558740833695
"Kuwait","KWT","KWT",143,"mangroves",0,0,NA,8.16558740833695
"Kuwait","KWT","KWT",143,"saltmarshes",11340.650390625,1358.42138671875,11.9783375726115,8.16558740833695
"Kuwait","KWT","KWT",143,"seagrasses",1594.06628417969,199.551986694336,12.5184246523993,8.16558740833695
"Kuwait","KWT","KWT",143,"knolls_seamounts",0,0,NA,8.16558740833695
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"coldcorals",167,165,98.8023952095808,99.1554759502108
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"coralreefs",0,0,NA,99.1554759502108
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"mangroves",0,0,NA,99.1554759502108
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"saltmarshes",0,0,NA,99.1554759502108
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"seagrasses",0,0,NA,99.1554759502108
"South Georgia and the South Sandwich Islands","SGS","GBR",144,"knolls_seamounts",369581.03125,367764.75,99.5085566908407,99.1554759502108
"Guernsey","GGY","GBR",146,"coldcorals",0,0,NA,0
"Guernsey","GGY","GBR",146,"coralreefs",0,0,NA,0
"Guernsey","GGY","GBR",146,"mangroves",0,0,NA,0
"Guernsey","GGY","GBR",146,"saltmarshes",0,0,NA,0
"Guernsey","GGY","GBR",146,"seagrasses",3,0,0,0
"Guernsey","GGY","GBR",146,"knolls_seamounts",0,0,NA,0
"Indonesia","IDN","IDN",147,"coldcorals",142,4,2.8169014084507,16.8993807365215
"Indonesia","IDN","IDN",147,"coralreefs",19995.560546875,6810,34.0575598470246,16.8993807365215
"Indonesia","IDN","IDN",147,"mangroves",26677.90625,6634.25146484375,24.8679615359386,16.8993807365215
"Indonesia","IDN","IDN",147,"saltmarshes",0,0,NA,16.8993807365215
"Indonesia","IDN","IDN",147,"seagrasses",17864,3659,20.4825347066726,16.8993807365215
"Indonesia","IDN","IDN",147,"knolls_seamounts",742244.625,16863.3984375,2.27194618452104,16.8993807365215
"Ireland","IRL","IRL",148,"coldcorals",478.227813720703,196.067764282227,40.9988207830872,47.9421131042556
"Ireland","IRL","IRL",148,"coralreefs",0,0,NA,47.9421131042556
"Ireland","IRL","IRL",148,"mangroves",0,0,NA,47.9421131042556
"Ireland","IRL","IRL",148,"saltmarshes",99,88,88.8888888888889,47.9421131042556
"Ireland","IRL","IRL",148,"seagrasses",53.5147514343262,33,61.6652401730725,47.9421131042556
"Ireland","IRL","IRL",148,"knolls_seamounts",2548.77172851562,5.49266862869263,0.215502571973815,47.9421131042556
"Marshall Islands","MHL","MHL",149,"coldcorals",9,0,0,4.83396342395035
"Marshall Islands","MHL","MHL",149,"coralreefs",2020,378,18.7128712871287,4.83396342395035
"Marshall Islands","MHL","MHL",149,"mangroves",0,0,NA,4.83396342395035
"Marshall Islands","MHL","MHL",149,"saltmarshes",0,0,NA,4.83396342395035
"Marshall Islands","MHL","MHL",149,"seagrasses",532,0,0,4.83396342395035
"Marshall Islands","MHL","MHL",149,"knolls_seamounts",344922.71875,2148.80786132812,0.622982408672702,4.83396342395035
"Antarctica","ATA","ATA",150,"coldcorals",364,110,30.2197802197802,22.7495588035882
"Antarctica","ATA","ATA",150,"coralreefs",0,0,NA,22.7495588035882
"Antarctica","ATA","ATA",150,"mangroves",0,0,NA,22.7495588035882
"Antarctica","ATA","ATA",150,"saltmarshes",0,0,NA,22.7495588035882
"Antarctica","ATA","ATA",150,"seagrasses",0,0,NA,22.7495588035882
"Antarctica","ATA","ATA",150,"knolls_seamounts",1091908.75,166836.421875,15.2793373873962,22.7495588035882
"Malta","MLT","MLT",151,"coldcorals",5,4,80,60.5361201973721
"Malta","MLT","MLT",151,"coralreefs",0,0,NA,60.5361201973721
"Malta","MLT","MLT",151,"mangroves",0,0,NA,60.5361201973721
"Malta","MLT","MLT",151,"saltmarshes",0,0,NA,60.5361201973721
"Malta","MLT","MLT",151,"seagrasses",68,62,91.1764705882353,60.5361201973721
"Malta","MLT","MLT",151,"knolls_seamounts",7045.703125,735,10.4318900038809,60.5361201973721
"Glorioso Islands",NA,"MDG",152,"coldcorals",0,0,NA,99.982838120013
"Glorioso Islands",NA,"MDG",152,"coralreefs",165,165,100,99.982838120013
"Glorioso Islands",NA,"MDG",152,"mangroves",0,0,NA,99.982838120013
"Glorioso Islands",NA,"MDG",152,"saltmarshes",0,0,NA,99.982838120013
"Glorioso Islands",NA,"MDG",152,"seagrasses",0,0,NA,99.982838120013
"Glorioso Islands",NA,"MDG",152,"knolls_seamounts",5398.67236328125,5396.8193359375,99.9656762400261,99.982838120013
"Cambodia","KHM","KHM",153,"coldcorals",0,0,NA,27.6648179439221
"Cambodia","KHM","KHM",153,"coralreefs",42,5,11.9047619047619,27.6648179439221
"Cambodia","KHM","KHM",153,"mangroves",591.551574707031,387,65.4211765375933,27.6648179439221
"Cambodia","KHM","KHM",153,"saltmarshes",1,0,0,27.6648179439221
"Cambodia","KHM","KHM",153,"seagrasses",6,2,33.3333333333333,27.6648179439221
"Cambodia","KHM","KHM",153,"knolls_seamounts",0,0,NA,27.6648179439221
"Republic of Mauritius","MUS","MUS",154,"coldcorals",1,0,0,3.5580740173208
"Republic of Mauritius","MUS","MUS",154,"coralreefs",732,37,5.05464480874317,3.5580740173208
"Republic of Mauritius","MUS","MUS",154,"mangroves",11,1,9.09090909090909,3.5580740173208
"Republic of Mauritius","MUS","MUS",154,"saltmarshes",0,0,NA,3.5580740173208
"Republic of Mauritius","MUS","MUS",154,"seagrasses",143.102035522461,4,2.79520831789438,3.5580740173208
"Republic of Mauritius","MUS","MUS",154,"knolls_seamounts",406308.59375,3452.02978515625,0.849607869057348,3.5580740173208
"Guam","GUM","USA",155,"coldcorals",0,0,NA,10.7955245171838
"Guam","GUM","USA",155,"coralreefs",141,10,7.09219858156028,10.7955245171838
"Guam","GUM","USA",155,"mangroves",0,0,NA,10.7955245171838
"Guam","GUM","USA",155,"saltmarshes",0,0,NA,10.7955245171838
"Guam","GUM","USA",155,"seagrasses",478,41,8.57740585774059,10.7955245171838
"Guam","GUM","USA",155,"knolls_seamounts",96483.4375,16129.1064453125,16.7169691122505,10.7955245171838
"Saint Lucia","LCA","LCA",156,"coldcorals",13,2,15.3846153846154,18.1980056980057
"Saint Lucia","LCA","LCA",156,"coralreefs",27,2,7.40740740740741,18.1980056980057
"Saint Lucia","LCA","LCA",156,"mangroves",0,0,NA,18.1980056980057
"Saint Lucia","LCA","LCA",156,"saltmarshes",0,0,NA,18.1980056980057
"Saint Lucia","LCA","LCA",156,"seagrasses",10,5,50,18.1980056980057
"Saint Lucia","LCA","LCA",156,"knolls_seamounts",576.872985839844,0,0,18.1980056980057
"Solomon Islands","SLB","SLB",158,"coldcorals",0,0,NA,7.7398876167213
"Solomon Islands","SLB","SLB",158,"coralreefs",2757.8232421875,190,6.88949157775944,7.7398876167213
"Solomon Islands","SLB","SLB",158,"mangroves",531,57,10.7344632768362,7.7398876167213
"Solomon Islands","SLB","SLB",158,"saltmarshes",0,0,NA,7.7398876167213
"Solomon Islands","SLB","SLB",158,"seagrasses",1245,166,13.3333333333333,7.7398876167213
"Solomon Islands","SLB","SLB",158,"knolls_seamounts",477631.25,10.8053512573242,0.00226227895627101,7.7398876167213
"Eritrea","ERI","ERI",159,"coldcorals",3,0,0,0
"Eritrea","ERI","ERI",159,"coralreefs",1584,0,0,0
"Eritrea","ERI","ERI",159,"mangroves",72,0,0,0
"Eritrea","ERI","ERI",159,"saltmarshes",0,0,NA,0
"Eritrea","ERI","ERI",159,"seagrasses",19.5939426422119,0,0,0
"Eritrea","ERI","ERI",159,"knolls_seamounts",2607.97705078125,0,0,0
"Ecuador","ECU","ECU",160,"coldcorals",3,0,0,32.3326307214377
"Ecuador","ECU","ECU",160,"coralreefs",0,0,NA,32.3326307214377
"Ecuador","ECU","ECU",160,"mangroves",1373.54028320312,710.9541015625,51.7607026351308,32.3326307214377
"Ecuador","ECU","ECU",160,"saltmarshes",642.020751953125,498.014343261719,77.5698202506202,32.3326307214377
"Ecuador","ECU","ECU",160,"seagrasses",0,0,NA,32.3326307214377
"Ecuador","ECU","ECU",160,"knolls_seamounts",43625.80859375,0,0,32.3326307214377
"Morocco","MAR","MAR",161,"coldcorals",152.810134887695,0,0,43.75
"Morocco","MAR","MAR",161,"coralreefs",0,0,NA,43.75
"Morocco","MAR","MAR",161,"mangroves",0,0,NA,43.75
"Morocco","MAR","MAR",161,"saltmarshes",68,68,100,43.75
"Morocco","MAR","MAR",161,"seagrasses",4,3,75,43.75
"Morocco","MAR","MAR",161,"knolls_seamounts",12963.931640625,0,0,43.75
"Comores","COM","COM",162,"coldcorals",0,0,NA,22.5570953826405
"Comores","COM","COM",162,"coralreefs",241,138,57.2614107883817,22.5570953826405
"Comores","COM","COM",162,"mangroves",0,0,NA,22.5570953826405
"Comores","COM","COM",162,"saltmarshes",0,0,NA,22.5570953826405
"Comores","COM","COM",162,"seagrasses",1260,54,4.28571428571429,22.5570953826405
"Comores","COM","COM",162,"knolls_seamounts",5960,365,6.1241610738255,22.5570953826405
"Jan Mayen","SJM","NOR",163,"coldcorals",0,0,NA,0.574155445482784
"Jan Mayen","SJM","NOR",163,"coralreefs",0,0,NA,0.574155445482784
"Jan Mayen","SJM","NOR",163,"mangroves",0,0,NA,0.574155445482784
"Jan Mayen","SJM","NOR",163,"saltmarshes",0,0,NA,0.574155445482784
"Jan Mayen","SJM","NOR",163,"seagrasses",0,0,NA,0.574155445482784
"Jan Mayen","SJM","NOR",163,"knolls_seamounts",137245.0625,788,0.574155445482784,0.574155445482784
"Malaysia","MYS","MYS",164,"coldcorals",8,0,0,14.8789759183049
"Malaysia","MYS","MYS",164,"coralreefs",2150.71020507812,679,31.5709665763797,14.8789759183049
"Malaysia","MYS","MYS",164,"mangroves",5070.59912109375,883.220031738281,17.418455110444,14.8789759183049
"Malaysia","MYS","MYS",164,"saltmarshes",0,0,NA,14.8789759183049
"Malaysia","MYS","MYS",164,"seagrasses",658.956237792969,139,21.0939652784152,14.8789759183049
"Malaysia","MYS","MYS",164,"knolls_seamounts",30667.421875,1322.2236328125,4.31149262628553,14.8789759183049
"Prince Edward Islands",NA,"ZAF",165,"coldcorals",6,6,100,65.0565862568685
"Prince Edward Islands",NA,"ZAF",165,"coralreefs",0,0,NA,65.0565862568685
"Prince Edward Islands",NA,"ZAF",165,"mangroves",0,0,NA,65.0565862568685
"Prince Edward Islands",NA,"ZAF",165,"saltmarshes",0,0,NA,65.0565862568685
"Prince Edward Islands",NA,"ZAF",165,"seagrasses",0,0,NA,65.0565862568685
"Prince Edward Islands",NA,"ZAF",165,"knolls_seamounts",181135.9375,54545.77734375,30.1131725137371,65.0565862568685
"Madeira",NA,"PRT",166,"coldcorals",41.3570442199707,20,48.3593554065991,27.20850992271
"Madeira",NA,"PRT",166,"coralreefs",0,0,NA,27.20850992271
"Madeira",NA,"PRT",166,"mangroves",0,0,NA,27.20850992271
"Madeira",NA,"PRT",166,"saltmarshes",0,0,NA,27.20850992271
"Madeira",NA,"PRT",166,"seagrasses",0,0,NA,27.20850992271
"Madeira",NA,"PRT",166,"knolls_seamounts",54179.296875,3282,6.05766443882076,27.20850992271
"France","FRA","FRA",167,"coldcorals",236.996658325195,176.996658325195,74.6831873394303,77.1361606408703
"France","FRA","FRA",167,"coralreefs",0,0,NA,77.1361606408703
"France","FRA","FRA",167,"mangroves",0,0,NA,77.1361606408703
"France","FRA","FRA",167,"saltmarshes",803,771,96.0149439601494,77.1361606408703
"France","FRA","FRA",167,"seagrasses",1530.02209472656,1425.02209472656,93.1373540054162,77.1361606408703
"France","FRA","FRA",167,"knolls_seamounts",9738.0166015625,4353.78515625,44.7091572584855,77.1361606408703
"Europa Island","ATF","FRA",168,"coldcorals",0,0,NA,33.3333333333333
"Europa Island","ATF","FRA",168,"coralreefs",14,14,100,33.3333333333333
"Europa Island","ATF","FRA",168,"mangroves",0,0,NA,33.3333333333333
"Europa Island","ATF","FRA",168,"saltmarshes",0,0,NA,33.3333333333333
"Europa Island","ATF","FRA",168,"seagrasses",1,0,0,33.3333333333333
"Europa Island","ATF","FRA",168,"knolls_seamounts",2422.306640625,0,0,33.3333333333333
"Guinea","GIN","GIN",169,"coldcorals",1,1,100,32.3155838239594
"Guinea","GIN","GIN",169,"coralreefs",0,0,NA,32.3155838239594
"Guinea","GIN","GIN",169,"mangroves",2264.09887695312,569.728393554688,25.1635827107247,32.3155838239594
"Guinea","GIN","GIN",169,"saltmarshes",0,0,NA,32.3155838239594
"Guinea","GIN","GIN",169,"seagrasses",12801.0048828125,524.681518554688,4.09875258511276,32.3155838239594
"Guinea","GIN","GIN",169,"knolls_seamounts",4764.0263671875,0,0,32.3155838239594
"Dominican Republic","DOM","DOM",170,"coldcorals",20.9791107177734,17.9791107177734,85.7000611686633,55.9612596040849
"Dominican Republic","DOM","DOM",170,"coralreefs",341,222,65.1026392961877,55.9612596040849
"Dominican Republic","DOM","DOM",170,"mangroves",187.927993774414,157.927993774414,84.0364389586303,55.9612596040849
"Dominican Republic","DOM","DOM",170,"saltmarshes",0,0,NA,55.9612596040849
"Dominican Republic","DOM","DOM",170,"seagrasses",347,87,25.0720461095101,55.9612596040849
"Dominican Republic","DOM","DOM",170,"knolls_seamounts",45837.23828125,9119.3701171875,19.8951124874332,55.9612596040849
"Bermuda","BMU","GBR",171,"coldcorals",25,0,0,0
"Bermuda","BMU","GBR",171,"coralreefs",525,0,0,0
"Bermuda","BMU","GBR",171,"mangroves",0,0,NA,0
"Bermuda","BMU","GBR",171,"saltmarshes",0,0,NA,0
"Bermuda","BMU","GBR",171,"seagrasses",4,0,0,0
"Bermuda","BMU","GBR",171,"knolls_seamounts",116484.5078125,0,0,0
"Antigua and Barbuda","ATG","ATG",172,"coldcorals",1,0,0,36.5212475718287
"Antigua and Barbuda","ATG","ATG",172,"coralreefs",62,38,61.2903225806452,36.5212475718287
"Antigua and Barbuda","ATG","ATG",172,"mangroves",6,3,50,36.5212475718287
"Antigua and Barbuda","ATG","ATG",172,"saltmarshes",27,23,85.1851851851852,36.5212475718287
"Antigua and Barbuda","ATG","ATG",172,"seagrasses",251,56,22.3107569721116,36.5212475718287
"Antigua and Barbuda","ATG","ATG",172,"knolls_seamounts",21311.365234375,72.7187881469727,0.341220693030393,36.5212475718287
"Svalbard","SJM","NOR",173,"coldcorals",3,0,0,0
"Svalbard","SJM","NOR",173,"coralreefs",0,0,NA,0
"Svalbard","SJM","NOR",173,"mangroves",0,0,NA,0
"Svalbard","SJM","NOR",173,"saltmarshes",0,0,NA,0
"Svalbard","SJM","NOR",173,"seagrasses",0,0,NA,0
"Svalbard","SJM","NOR",173,"knolls_seamounts",80987.4765625,0,0,0
"Yemen","YEM","YEM",174,"coldcorals",1,0,0,2.06010785812889
"Yemen","YEM","YEM",174,"coralreefs",662.032897949219,1.75785183906555,0.26552333645516,2.06010785812889
"Yemen","YEM","YEM",174,"mangroves",17,2,11.7647058823529,2.06010785812889
"Yemen","YEM","YEM",174,"saltmarshes",1,0,0,2.06010785812889
"Yemen","YEM","YEM",174,"seagrasses",5467.7607421875,4,0.0731560905570954,2.06010785812889
"Yemen","YEM","YEM",174,"knolls_seamounts",133715.90625,344,0.25726183940813,2.06010785812889
"Mozambique","MOZ","MOZ",175,"coldcorals",12,0,0,31.2425620124791
"Mozambique","MOZ","MOZ",175,"coralreefs",1700,179,10.5294117647059,31.2425620124791
"Mozambique","MOZ","MOZ",175,"mangroves",3014,1668,55.3417385534174,31.2425620124791
"Mozambique","MOZ","MOZ",175,"saltmarshes",0,0,NA,31.2425620124791
"Mozambique","MOZ","MOZ",175,"seagrasses",724.76220703125,654.76220703125,90.3416597442723,31.2425620124791
"Mozambique","MOZ","MOZ",175,"knolls_seamounts",20897.177734375,0,0,31.2425620124791
"Collectivity of Saint Martin","MAF","FRA",176,"coldcorals",0,0,NA,98.3506611019834
"Collectivity of Saint Martin","MAF","FRA",176,"coralreefs",3,3,100,98.3506611019834
"Collectivity of Saint Martin","MAF","FRA",176,"mangroves",0,0,NA,98.3506611019834
"Collectivity of Saint Martin","MAF","FRA",176,"saltmarshes",0,0,NA,98.3506611019834
"Collectivity of Saint Martin","MAF","FRA",176,"seagrasses",49.0120544433594,47.0724945068359,96.0426879498289,98.3506611019834
"Collectivity of Saint Martin","MAF","FRA",176,"knolls_seamounts",202.43098449707,200.425491333008,99.0092953561212,98.3506611019834
"Saint Vincent and the Grenadines","VCT","VCT",177,"coldcorals",10.0577583312988,0,0,20.0385538965421
"Saint Vincent and the Grenadines","VCT","VCT",177,"coralreefs",41.838695526123,21,50.1927694827104,20.0385538965421
"Saint Vincent and the Grenadines","VCT","VCT",177,"mangroves",2,1,50,20.0385538965421
"Saint Vincent and the Grenadines","VCT","VCT",177,"saltmarshes",0,0,NA,20.0385538965421
"Saint Vincent and the Grenadines","VCT","VCT",177,"seagrasses",1,0,0,20.0385538965421
"Saint Vincent and the Grenadines","VCT","VCT",177,"knolls_seamounts",3466.41284179688,0,0,20.0385538965421
"Jarvis Island","UMI","USA",178,"coldcorals",0,0,NA,92.7759229693237
"Jarvis Island","UMI","USA",178,"coralreefs",0,0,NA,92.7759229693237
"Jarvis Island","UMI","USA",178,"mangroves",0,0,NA,92.7759229693237
"Jarvis Island","UMI","USA",178,"saltmarshes",0,0,NA,92.7759229693237
"Jarvis Island","UMI","USA",178,"seagrasses",0,0,NA,92.7759229693237
"Jarvis Island","UMI","USA",178,"knolls_seamounts",55698.18359375,51674.50390625,92.7759229693237,92.7759229693237
"Kerguélen","ATF","FRA",179,"coldcorals",1,1,100,99.9949723048244
"Kerguélen","ATF","FRA",179,"coralreefs",0,0,NA,99.9949723048244
"Kerguélen","ATF","FRA",179,"mangroves",0,0,NA,99.9949723048244
"Kerguélen","ATF","FRA",179,"saltmarshes",0,0,NA,99.9949723048244
"Kerguélen","ATF","FRA",179,"seagrasses",0,0,NA,99.9949723048244
"Kerguélen","ATF","FRA",179,"knolls_seamounts",46034.078125,46029.44921875,99.9899446096489,99.9949723048244
"Liberia","LBR","LBR",180,"coldcorals",7,0,0,11.5619570256514
"Liberia","LBR","LBR",180,"coralreefs",0,0,NA,11.5619570256514
"Liberia","LBR","LBR",180,"mangroves",196.04524230957,68,34.6858710769542,11.5619570256514
"Liberia","LBR","LBR",180,"saltmarshes",0,0,NA,11.5619570256514
"Liberia","LBR","LBR",180,"seagrasses",0,0,NA,11.5619570256514
"Liberia","LBR","LBR",180,"knolls_seamounts",14344.6015625,0,0,11.5619570256514
"Venezuela","VEN","VEN",181,"coldcorals",67,2,2.98507462686567,24.6057047753912
"Venezuela","VEN","VEN",181,"coralreefs",351,181,51.5669515669516,24.6057047753912
"Venezuela","VEN","VEN",181,"mangroves",2782.68505859375,1860.7900390625,66.8703069115146,24.6057047753912
"Venezuela","VEN","VEN",181,"saltmarshes",2582,380,14.7172734314485,24.6057047753912
"Venezuela","VEN","VEN",181,"seagrasses",1317,111,8.42824601366743,24.6057047753912
"Venezuela","VEN","VEN",181,"knolls_seamounts",37023.2421875,1135.27185058594,3.06637610189968,24.6057047753912
"Dominica","DMA","DMA",182,"coldcorals",8,0,0,0.51218545653702
"Dominica","DMA","DMA",182,"coralreefs",20,0,0,0.51218545653702
"Dominica","DMA","DMA",182,"mangroves",0,0,NA,0.51218545653702
"Dominica","DMA","DMA",182,"saltmarshes",0,0,NA,0.51218545653702
"Dominica","DMA","DMA",182,"seagrasses",523,8,1.52963671128107,0.51218545653702
"Dominica","DMA","DMA",182,"knolls_seamounts",3606.986328125,18.7240505218506,0.519105114867009,0.51218545653702
"Christmas Island","CXR","AUS",183,"coldcorals",0,0,NA,18.8428445042654
"Christmas Island","CXR","AUS",183,"coralreefs",4,2,50,18.8428445042654
"Christmas Island","CXR","AUS",183,"mangroves",0,0,NA,18.8428445042654
"Christmas Island","CXR","AUS",183,"saltmarshes",0,0,NA,18.8428445042654
"Christmas Island","CXR","AUS",183,"seagrasses",154,10,6.49350649350649,18.8428445042654
"Christmas Island","CXR","AUS",183,"knolls_seamounts",111342.6171875,39,0.0350270192897696,18.8428445042654
"United States Virgin Islands","VIR","USA",184,"coldcorals",8,0,0,16.2186531057254
"United States Virgin Islands","VIR","USA",184,"coralreefs",36,9,25,16.2186531057254
"United States Virgin Islands","VIR","USA",184,"mangroves",0,0,NA,16.2186531057254
"United States Virgin Islands","VIR","USA",184,"saltmarshes",0,0,NA,16.2186531057254
"United States Virgin Islands","VIR","USA",184,"seagrasses",93.3360824584961,33,35.3561014462699,16.2186531057254
"United States Virgin Islands","VIR","USA",184,"knolls_seamounts",5099.078125,230.402404785156,4.5185109766318,16.2186531057254
"Navassa Island",NA,"HTI",185,"coldcorals",6,5,83.3333333333333,36.5399157502219
"Navassa Island",NA,"HTI",185,"coralreefs",28.4712657928467,2,7.02462621279906,36.5399157502219
"Navassa Island",NA,"HTI",185,"mangroves",0,0,NA,36.5399157502219
"Navassa Island",NA,"HTI",185,"saltmarshes",0,0,NA,36.5399157502219
"Navassa Island",NA,"HTI",185,"seagrasses",0,0,NA,36.5399157502219
"Navassa Island",NA,"HTI",185,"knolls_seamounts",5638.10595703125,1086,19.2617877045332,36.5399157502219
"Lithuania","LTU","LTU",186,"coldcorals",0,0,NA,50
"Lithuania","LTU","LTU",186,"coralreefs",0,0,NA,50
"Lithuania","LTU","LTU",186,"mangroves",0,0,NA,50
"Lithuania","LTU","LTU",186,"saltmarshes",1,1,100,50
"Lithuania","LTU","LTU",186,"seagrasses",2,0,0,50
"Lithuania","LTU","LTU",186,"knolls_seamounts",0,0,NA,50
"Republic of the Congo","COG","COG",188,"coldcorals",0,0,NA,NA
"Republic of the Congo","COG","COG",188,"coralreefs",0,0,NA,NA
"Republic of the Congo","COG","COG",188,"mangroves",0,0,NA,NA
"Republic of the Congo","COG","COG",188,"saltmarshes",0,0,NA,NA
"Republic of the Congo","COG","COG",188,"seagrasses",0,0,NA,NA
"Republic of the Congo","COG","COG",188,"knolls_seamounts",0,0,NA,NA
"Taiwan","TWN","TWN",189,"coldcorals",4,0,0,21.8349490573168
"Taiwan","TWN","TWN",189,"coralreefs",382,195,51.0471204188482,21.8349490573168
"Taiwan","TWN","TWN",189,"mangroves",3,2,66.6666666666667,21.8349490573168
"Taiwan","TWN","TWN",189,"saltmarshes",49,1,2.04081632653061,21.8349490573168
"Taiwan","TWN","TWN",189,"seagrasses",1233,138,11.1922141119221,21.8349490573168
"Taiwan","TWN","TWN",189,"knolls_seamounts",52483.5703125,33,0.0628768199333809,21.8349490573168
"Sint-Eustatius","BES","NLD",190,"coldcorals",0,0,NA,100
"Sint-Eustatius","BES","NLD",190,"coralreefs",11.9344606399536,11.9344606399536,100,100
"Sint-Eustatius","BES","NLD",190,"mangroves",0,0,NA,100
"Sint-Eustatius","BES","NLD",190,"saltmarshes",0,0,NA,100
"Sint-Eustatius","BES","NLD",190,"seagrasses",0,0,NA,100
"Sint-Eustatius","BES","NLD",190,"knolls_seamounts",0,0,NA,100
"Montenegro","MNE","MNE",191,"coldcorals",2,0,0,33.3333333333333
"Montenegro","MNE","MNE",191,"coralreefs",0,0,NA,33.3333333333333
"Montenegro","MNE","MNE",191,"mangroves",0,0,NA,33.3333333333333
"Montenegro","MNE","MNE",191,"saltmarshes",1.08984375,1.08984375,100,33.3333333333333
"Montenegro","MNE","MNE",191,"seagrasses",2,0,0,33.3333333333333
"Montenegro","MNE","MNE",191,"knolls_seamounts",0,0,NA,33.3333333333333
"Denmark","DNK","DNK",192,"coldcorals",3,0,0,49.6413244712254
"Denmark","DNK","DNK",192,"coralreefs",0,0,NA,49.6413244712254
"Denmark","DNK","DNK",192,"mangroves",0,0,NA,49.6413244712254
"Denmark","DNK","DNK",192,"saltmarshes",302,295,97.682119205298,49.6413244712254
"Denmark","DNK","DNK",192,"seagrasses",1521.796875,779.796936035156,51.2418542083782,49.6413244712254
"Denmark","DNK","DNK",192,"knolls_seamounts",0,0,NA,49.6413244712254
"Palau","PLW","PLW",194,"coldcorals",4,4,100,96.4431642999786
"Palau","PLW","PLW",194,"coralreefs",505,505,100,96.4431642999786
"Palau","PLW","PLW",194,"mangroves",53,45,84.9056603773585,96.4431642999786
"Palau","PLW","PLW",194,"saltmarshes",0,0,NA,96.4431642999786
"Palau","PLW","PLW",194,"seagrasses",736,729,99.0489130434783,96.4431642999786
"Palau","PLW","PLW",194,"knolls_seamounts",252022.546875,247640.5,98.2612480790564,96.4431642999786
"Chagos Archipelago",NA,"MUS",195,"coldcorals",0,0,NA,99.6455484034154
"Chagos Archipelago",NA,"MUS",195,"coralreefs",1800,1800,100,99.6455484034154
"Chagos Archipelago",NA,"MUS",195,"mangroves",0,0,NA,99.6455484034154
"Chagos Archipelago",NA,"MUS",195,"saltmarshes",0,0,NA,99.6455484034154
"Chagos Archipelago",NA,"MUS",195,"seagrasses",10,10,100,99.6455484034154
"Chagos Archipelago",NA,"MUS",195,"knolls_seamounts",191910.3125,189869.625,98.9366452102463,99.6455484034154
"Juan de Nova Island","ATF","FRA",196,"coldcorals",0,0,NA,0.00121456337591037
"Juan de Nova Island","ATF","FRA",196,"coralreefs",52,0,0,0.00121456337591037
"Juan de Nova Island","ATF","FRA",196,"mangroves",0,0,NA,0.00121456337591037
"Juan de Nova Island","ATF","FRA",196,"saltmarshes",0,0,NA,0.00121456337591037
